requirement_id,line_no,summary,phase,artifact,validation,owner
R-3124,3124,`engineering_gates.md`,2,engineering_gates.md,Gate 2 artifact presence/schema check,P4
R-3125,3125,`evidence_readiness_report.md`,2,evidence_readiness_report.md,Gate 2 artifact presence/schema check,P4
R-3129,3129,Run schema and row-count checks.,2,PHASE_2_gate_report.md,executed in Phase 2 VALIDATION state; evidence in gate report,P4
R-3130,3130,Recompute checksums and compare with release manifest.,2,PHASE_2_gate_report.md,executed in Phase 2 VALIDATION state; evidence in gate report,P5
R-3131,3131,Validate seed formula against a sample and full schedule when practical.,2,PHASE_2_gate_report.md,executed in Phase 2 VALIDATION state; evidence in gate report,P4
R-3132,3132,Test strict-source guard with an intentional missing cell and forbidden fallback path.,2,PHASE_2_gate_report.md,executed in Phase 2 VALIDATION state; evidence in gate report,P5
R-3134,3134,Verify every planned panel cell is present and comparable.,2,PHASE_2_gate_report.md,executed in Phase 2 VALIDATION state; evidence in gate report,P4
R-3138,3138,Independently inspect at least one cell per suite and algorithm family.,2,PHASE_2_gate_report.md,independent check recorded at Gate 2,P4
R-3139,3139,"Cross-check run counts from `run_config.json`, `seed_schedule.csv`, and `per_run.csv`.",2,run_config.json,independent check recorded at Gate 2,P4
R-3141,3141,"Cross-check generator source maps against source code, not filenames.",2,PHASE_2_gate_report.md,independent check recorded at Gate 2,P4
R-3142,3142,Confirm no evidence file changed during audit.,2,PHASE_2_gate_report.md,independent check recorded at Gate 2,P4
R-3146,3146,P3 reviews inferential suitability.,2,PHASE_2_gate_report.md (QA sign-off),role sign-off recorded at Gate 2,P3
R-3147,3147,P4 owns benchmark/provenance verification.,2,PHASE_2_gate_report.md (QA sign-off),role sign-off recorded at Gate 2,P4
R-3148,3148,P5 reviews release immutability and strict-source guard.,2,PHASE_2_gate_report.md (QA sign-off),role sign-off recorded at Gate 2,P5
R-3149,3149,P9 reviews evidence admissibility.,2,PHASE_2_gate_report.md (QA sign-off),role sign-off recorded at Gate 2,P9
R-3153,3153,selected release is uniquely identified and checksummed;,2,Gate 2 (phase_gate_register.csv),Gate 2 acceptance review,P5
R-3154,3154,every primary panel cell is present or the scope is reduced;,2,Gate 2 (phase_gate_register.csv),Gate 2 acceptance review,P4
R-3155,3155,"protocols, seeds, FP, MaxFES, and failures are verified;",2,Gate 2 (phase_gate_register.csv),Gate 2 acceptance review,P4
R-3156,3156,every comparison has A–D status;,2,Gate 2 (phase_gate_register.csv),Gate 2 acceptance review,P4
R-3157,3157,strict publication analysis cannot use `results/` fallback;,2,results/,Gate 2 acceptance review,P4
R-3158,3158,every existing exhibit has a source map or is marked conceptual/stale; and,2,Gate 2 (phase_gate_register.csv),Gate 2 acceptance review,P4
R-3159,3159,no unexplained anomaly remains.,2,Gate 2 (phase_gate_register.csv),Gate 2 acceptance review,P4
R-3163,3163,Phase 2 freezes when the empirical evidence required for the primary paper is complete and admissible. A broken or missing cell must be c...,2,phase_gate_register.csv (FROZEN transition),phase-state transition audit (Section 12.2),P5
R-3194,3194,"All generated outputs plus `PHASE_2_gate_report.md` with a complete panel table, critical anomalies, strict-source test result, and P3/P4...",2,PHASE_2_gate_report.md,Gate 2 deliverable check,P3
R-3199,3199,"Gate 2: P3 + P4 + P5 + P9 approve. Any source outside `cec_reference_results`, unexplained run mismatch, invalid budget, or unresolved co...",2,Gate 2 decision (phase_gate_register.csv),Gate 2 approval recording,P3
R-3225,3225,Phases 0–2 are frozen;,3,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 3,P2
R-3226,3226,frozen evidence release and executed code/configuration hashes are known; and,3,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 3,P4
R-3227,3227,source code/tests are available.,3,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 3,P2
R-3250,3250,Trace the executed algorithm.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3251,3251,"Locate entry point, configuration merge, initialization, generation loop, evaluation accounting, stopping, and return path.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3253,3253,Trace every expected component and all hidden defaults.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3255,3255,Classify each mechanism.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3256,3256,"Inherited, modified, original, optional, dormant, or absent.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3257,3257,Record closest approved literature and exact difference.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3259,3259,Define the optimization problem and notation.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3260,3260,"Objective, domain, bounds, population, evaluations, indices, states, archives, graph matrices, and random variables.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3263,3263,Specify GSK inheritance.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3264,3264,"Junior/senior phases, knowledge factor/ratio/rate, selection, and update order.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3267,3267,Specify scaffold mechanisms.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3268,3268,ACE selector and reward/update timing.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3269,3269,NLPSR schedule and minimum population.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3270,3270,"BSE trigger, Cauchy or other rescue distribution, budget safety.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3271,3271,ARGP pool update and acceptance gating.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3272,3272,Archive and local-search behavior.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3274,3274,Specify SGSM.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3275,3275,Graph representation and dimensionality.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3276,3276,Observation source.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3277,3277,"Support update, decay/EMA, confidence, threshold, and reset.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3278,3278,How linkage blocks and eigenframe directions are obtained.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3279,3279,Numerical safeguards and fallback.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P5
R-3280,3280,Objective-evaluation and computational cost.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3282,3282,Specify endgame and polish.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3283,3283,"Trigger, cadence, basis, direct-search behavior, Nelder–Mead behavior, acceptance, budget, and termination.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3286,3286,Write pseudocode and equations.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3287,3287,Top-level algorithm.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3288,3288,Mechanism-level blocks where ambiguity remains.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3289,3289,Equation registry and label plan for LaTeX and Word.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P8
R-3291,3291,Build implementation correspondence.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3292,3292,Map each equation/pseudocode line to code files/functions/line ranges or stable symbols.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3294,3294,"Identify dead code, undocumented behavior, and prose-only mechanisms.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3296,3296,Verify objective-call accounting.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3297,3297,Add or inspect tests proving all calls count toward MaxFES.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P4
R-3298,3298,Verify budget-safe exits and partial generations.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3300,3300,Derive complexity.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3301,3301,Time and memory by mechanism.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3302,3302,Expected `O(D^2)`/`O(D^3)` terms only if code supports them.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3303,3303,Amortize by cadence.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3304,3304,Separate objective cost and overhead.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3306,3306,Create deterministic traces.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P5
R-3307,3307,Use fixed small dimension and seed.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P4
R-3308,3308,Source traces from the existing generation-log telemetry (`ISMTrace_<suite>_F<f>_D<d>_R<r>_S<seed>.jsonl` emitted by `dt_gsk.py`) or fro...,3,dt_gsk.py,Phase 3 validation procedures + Gate 3 review,P4
R-3312,3312,"Record state transitions, graph update, population change, and evaluation count.",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3314,3314,Compare trace against pseudocode.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3316,3316,Define ablation toggles without running them.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3317,3317,Audit `run_ablation.py` and config keys.,3,run_ablation.py,Phase 3 validation procedures + Gate 3 review,P2
R-3318,3318,"Verify toggle semantics for `ace_enabled`, `psr_enabled`, `bse_enabled`, `linkage_blockwise_enabled`, `local_search_enabled`, `arch_enabl...",3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3321,3321,Ensure toggles disable only the intended component.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3322,3322,Do not inspect ablation outcomes.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3324,3324,Freeze algorithm.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3325,3325,Create `algorithm_freeze_manifest.json`.,3,algorithm_freeze_manifest.json,Phase 3 validation procedures + Gate 3 review,P5
R-3326,3326,Tag or record the frozen commit/config.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3327,3327,Set change-control rule.,3,implementation_correspondence.md,Phase 3 validation procedures + Gate 3 review,P2
R-3331,3331,`notation_table.tex`,3,notation_table.tex,Gate 3 artifact presence/schema check,P2
R-3332,3332,`notation_table_word.omml.xml` (the Word-ready notation source),3,notation_table_word.omml.xml,Gate 3 artifact presence/schema check,P8
R-3333,3333,`algorithm_pseudocode.tex`,3,algorithm_pseudocode.tex,Gate 3 artifact presence/schema check,P2
R-3334,3334,`algorithm_pseudocode.md` (the canonical pseudocode source),3,algorithm_pseudocode.md,Gate 3 artifact presence/schema check,P2
R-3335,3335,`parameter_table.tex`,3,parameter_table.tex,Gate 3 artifact presence/schema check,P2
R-3336,3336,`equation_registry.csv`,3,equation_registry.csv,Gate 3 artifact presence/schema check,P2
R-3337,3337,`implementation_correspondence.md`,3,implementation_correspondence.md,Gate 3 artifact presence/schema check,P2
R-3338,3338,`complexity_analysis.md`,3,complexity_analysis.md,Gate 3 artifact presence/schema check,P2
R-3339,3339,`evaluation_accounting_report.md`,3,evaluation_accounting_report.md,Gate 3 artifact presence/schema check,P2
R-3340,3340,`deterministic_trace/`,3,deterministic_trace/,Gate 3 artifact presence/schema check,P5
R-3341,3341,`contribution_matrix.md`,3,contribution_matrix.md,Gate 3 artifact presence/schema check,P1
R-3342,3342,`ablation_toggle_audit.md`,3,ablation_toggle_audit.md,Gate 3 artifact presence/schema check,P2
R-3343,3343,`algorithm_freeze_manifest.json`,3,algorithm_freeze_manifest.json,Gate 3 artifact presence/schema check,P5
R-3345,3345,"The Word-ready notation source and the canonical pseudocode source are files with deterministic paths (Section 0.6), not descriptions: wr...",3,papers/build_prompt_phases/phase_03/,Gate 3 artifact presence/schema check,P8
R-3352,3352,Execute deterministic traces and unit tests.,3,PHASE_3_gate_report.md,executed in Phase 3 VALIDATION state; evidence in gate report,P5
R-3353,3353,Validate every symbol and parameter appears in the registry.,3,PHASE_3_gate_report.md,executed in Phase 3 VALIDATION state; evidence in gate report,P2
R-3354,3354,Compare pseudocode branches with code coverage.,3,PHASE_3_gate_report.md,executed in Phase 3 VALIDATION state; evidence in gate report,P5
R-3355,3355,Confirm evaluation-count tests at exact budget boundaries.,3,PHASE_3_gate_report.md,executed in Phase 3 VALIDATION state; evidence in gate report,P2
R-3356,3356,Recompute complexity formulas from dimensions of actual data structures.,3,PHASE_3_gate_report.md,executed in Phase 3 VALIDATION state; evidence in gate report,P2
R-3360,3360,P2 independently follows one complete iteration from code to pseudocode.,3,PHASE_3_gate_report.md,independent check recorded at Gate 3,P2
R-3361,3361,P4 verifies evaluator-call accounting.,3,PHASE_3_gate_report.md,independent check recorded at Gate 3,P4
R-3362,3362,P5 verifies hashes and freeze manifest.,3,PHASE_3_gate_report.md,independent check recorded at Gate 3,P5
R-3363,3363,P9 verifies inherited/modified/original claims against evidence cards.,3,PHASE_3_gate_report.md,independent check recorded at Gate 3,P9
R-3367,3367,no undefined symbol;,3,PHASE_3_gate_report.md (QA sign-off),role sign-off recorded at Gate 3,P2
R-3368,3368,"no mechanism without purpose, timing, cost, and fallback;",3,PHASE_3_gate_report.md (QA sign-off),role sign-off recorded at Gate 3,P2
R-3369,3369,no prose-only mechanism;,3,PHASE_3_gate_report.md (QA sign-off),role sign-off recorded at Gate 3,P2
R-3370,3370,no code behavior omitted when scientifically material;,3,PHASE_3_gate_report.md (QA sign-off),role sign-off recorded at Gate 3,P2
R-3371,3371,no unsupported “free” or “negligible” wording.,3,PHASE_3_gate_report.md (QA sign-off),role sign-off recorded at Gate 3,P8
R-3375,3375,a competent reader can reimplement the frozen core;,3,Gate 3 (phase_gate_register.csv),Gate 3 acceptance review,P2
R-3376,3376,"code, configuration, equations, pseudocode, and trace agree;",3,Gate 3 (phase_gate_register.csv),Gate 3 acceptance review,P2
R-3377,3377,all objective calls are accounted for;,3,Gate 3 (phase_gate_register.csv),Gate 3 acceptance review,P2
R-3378,3378,complexity is derived and scoped;,3,Gate 3 (phase_gate_register.csv),Gate 3 acceptance review,P2
R-3379,3379,contribution boundaries are evidence-based; and,3,Gate 3 (phase_gate_register.csv),Gate 3 acceptance review,P1
R-3380,3380,algorithm and parameters are frozen.,3,Gate 3 (phase_gate_register.csv),Gate 3 acceptance review,P2
R-3384,3384,Phase 3 freezes with P2/P4/P5/P9 sign-off and a clean profile-lock/test result. Any algorithm change after this point invalidates Phases ...,3,phase_gate_register.csv (FROZEN transition),phase-state transition audit (Section 12.2),P2
R-3417,3417,All generated outputs plus `PHASE_3_gate_report.md` and the signed algorithm freeze manifest.,3,PHASE_3_gate_report.md,Gate 3 deliverable check,P5
R-3422,3422,"Gate 3: P2 + P4 + P5 + P9 approve. Any material equation/code mismatch, unknown evaluation cost, or ambiguous ablation toggle is a hard f...",3,Gate 3 decision (phase_gate_register.csv),Gate 3 approval recording,P2
R-3447,3447,Phases 0–3 are frozen;,4,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 4,P1
R-3448,3448,"literature, empirical release, and algorithm specification are verified; and",4,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 4,P2
R-3449,3449,no algorithm change is pending.,4,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 4,P2
R-3472,3472,Verify current target journal.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P10
R-3473,3473,Use the repository-wired target by default.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3474,3474,Check current official instructions and article type.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3475,3475,"Record source, access date, template version, limits, declarations, anonymization, Word/LaTeX rules, and supplement rules.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P8
R-3477,3477,Verify current quartile only when needed and from an appropriate current source; do not state it in the manuscript unless relevant.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3480,3480,Draft contribution candidates.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3481,3481,"Candidate mechanisms may include SGSM, linkage use, eigenframe polish, adaptive scaffold, controlled family evaluation, and reproducibility.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P5
R-3483,3483,"For each: category, exact difference, code location, primary evidence, final-phase ablation need, scope, and reviewer risk.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3486,3486,Apply contribution acceptance test.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3487,3487,Keep three to five load-bearing contributions.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3488,3488,"Remove duplicates, implementation trivia, and unsupported novelty.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P9
R-3489,3489,Do not claim component contribution before final ablation; frame it as a proposed mechanism to be tested in the supplement.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3492,3492,Write the primary thesis.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3493,3493,Problem → bounded gap → central mechanism → primary evaluation design → strongest expected claim type → reproducibility.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P5
R-3495,3495,Do not insert an unverified number at this stage.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3496,3496,Do not mention ablation results.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3498,3498,Define evidence roles.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3499,3499,"Primary, secondary, descriptive, exploratory, or context-only.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3500,3500,Do not call CEC2013 independent or holdout without development-history evidence.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P4
R-3503,3503,Build complete claims matrix.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P9
R-3504,3504,"Seed all background, method, protocol, primary result, interpretation, limitation, conclusion, highlight, and cover-letter claim templates.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P4
R-3506,3506,"Assign evidence IDs, risk, permitted wording, and blocked wording.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P8
R-3507,3507,Mark future ablation claims `DEFERRED_TO_PHASE_12_SUPPLEMENT_ONLY`.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P9
R-3509,3509,Create manuscript outline.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P6
R-3510,3510,Use Section 8 architecture and current journal requirements.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P10
R-3511,3511,"Assign section/subsection objectives, evidence, citations, exhibits, page/word budget, and reviewer risks.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P8
R-3513,3513,Define the canonical manuscript source concretely (Section 9.1): `papers/main.tex` plus `papers/sections/*.tex` (and `papers/supplementar...,4,papers/main.tex,Phase 4 validation procedures + Gate 4 review,P1
R-3519,3519,Explicitly exclude an ablation subsection from the main manuscript.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P2
R-3521,3521,Create exhibit plan.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3522,3522,One row per table/figure/algorithm/equation.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P2
R-3523,3523,"Map to research question, source, generator, main/supplement destination, and claim IDs.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3525,3525,Assign each planned exhibit its canonical cross-reference label; these labels initialize the Section 9.1 label tracking and seed `artifac...,4,artifact_binding.csv,Phase 4 validation procedures + Gate 4 review,P4
R-3529,3529,"For every exhibit classified as authored conceptual art (Section 8.1), write an approval-level specification (message, required elements,...",4,conceptual_figure_specs.md,Phase 4 validation procedures + Gate 4 review,P1
R-3535,3535,Reserve ablation exhibit IDs for Phase 12 supplement only.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3537,3537,Create closest-work comparison.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3538,3538,"Compare SGSM, differential grouping, eigenvector crossover, covariance adaptation, and direct search only along verified dimensions.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P2
R-3540,3540,Avoid exhaustive or universal novelty claims.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P9
R-3542,3542,Freeze terminology.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P6
R-3543,3543,"Method name, component names, acronyms, symbols, suite names, algorithm labels, and evidence terminology.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P4
R-3546,3546,Risk review.,4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3547,3547,"Every high-risk claim needs a concrete mitigation: scope reduction, planned analysis, cost measurement, limitation, or removal.",4,claims_evidence_matrix.csv + outline.md,Phase 4 validation procedures + Gate 4 review,P1
R-3552,3552,`journal_requirements.md`,4,journal_requirements.md,Gate 4 artifact presence/schema check,P10
R-3553,3553,`journal_decision.md`,4,journal_decision.md,Gate 4 artifact presence/schema check,P10
R-3554,3554,`thesis.md`,4,thesis.md,Gate 4 artifact presence/schema check,P1
R-3555,3555,final `contribution_matrix.md`,4,contribution_matrix.md,Gate 4 artifact presence/schema check,P1
R-3556,3556,`novelty_scope.md`,4,novelty_scope.md,Gate 4 artifact presence/schema check,P9
R-3557,3557,initial `claims_evidence_matrix.csv`,4,claims_evidence_matrix.csv,Gate 4 artifact presence/schema check,P9
R-3558,3558,`outline.md`,4,outline.md,Gate 4 artifact presence/schema check,P6
R-3559,3559,`page_budget.md`,4,page_budget.md,Gate 4 artifact presence/schema check,P1
R-3560,3560,`exhibit_plan.csv`,4,exhibit_plan.csv,Gate 4 artifact presence/schema check,P1
R-3561,3561,`conceptual_figure_specs.md`,4,conceptual_figure_specs.md,Gate 4 artifact presence/schema check,P1
R-3562,3562,`terminology_glossary.md`,4,terminology_glossary.md,Gate 4 artifact presence/schema check,P6
R-3563,3563,updated risk/decision registers,4,updated risk/decision registers,Gate 4 artifact presence/schema check,P1
R-3567,3567,Check every contribution against definition/distinction/implementation/ evidence/scope.,4,PHASE_4_gate_report.md,executed in Phase 4 VALIDATION state; evidence in gate report,P1
R-3569,3569,"Check every outline subsection has objective, evidence, citations, and budget.",4,PHASE_4_gate_report.md,executed in Phase 4 VALIDATION state; evidence in gate report,P9
R-3570,3570,Sum page/word budget.,4,PHASE_4_gate_report.md,executed in Phase 4 VALIDATION state; evidence in gate report,P8
R-3571,3571,Check no ablation result is planned for main text.,4,PHASE_4_gate_report.md,executed in Phase 4 VALIDATION state; evidence in gate report,P1
R-3572,3572,Check all citation shortlists are subsets of the runtime admissible set.,4,PHASE_4_gate_report.md,executed in Phase 4 VALIDATION state; evidence in gate report,P9
R-3576,3576,P1 traces each contribution to evidence and code.,4,PHASE_4_gate_report.md,independent check recorded at Gate 4,P1
R-3577,3577,P6 verifies narrative coherence and no overpromise.,4,PHASE_4_gate_report.md,independent check recorded at Gate 4,P6
R-3578,3578,P10 verifies journal rules against current official instructions.,4,PHASE_4_gate_report.md,independent check recorded at Gate 4,P10
R-3579,3579,P9 checks novelty wording and citation roles.,4,PHASE_4_gate_report.md,independent check recorded at Gate 4,P9
R-3583,3583,no contribution without evidence;,4,PHASE_4_gate_report.md (QA sign-off),role sign-off recorded at Gate 4,P1
R-3584,3584,no headline result invented before analysis;,4,PHASE_4_gate_report.md (QA sign-off),role sign-off recorded at Gate 4,P1
R-3585,3585,no field-wide claim from same-family panel;,4,PHASE_4_gate_report.md (QA sign-off),role sign-off recorded at Gate 4,P4
R-3586,3586,no hidden ablation promise in abstract/conclusion plan;,4,PHASE_4_gate_report.md (QA sign-off),role sign-off recorded at Gate 4,P1
R-3587,3587,page budget closes without illegible exhibits.,4,PHASE_4_gate_report.md (QA sign-off),role sign-off recorded at Gate 4,P6
R-3591,3591,target journal and current requirements are recorded;,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P10
R-3592,3592,thesis and contributions are evidence-bounded;,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P1
R-3593,3593,every planned claim has a matrix row;,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P1
R-3594,3594,every high-risk claim has mitigation;,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P1
R-3595,3595,outline and exhibit plan fit budget;,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P6
R-3596,3596,ablation is supplement-only and Phase-12-only; and,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P1
R-3597,3597,terminology is frozen.,4,Gate 4 (phase_gate_register.csv),Gate 4 acceptance review,P6
R-3601,3601,Phase 4 freezes after P1/P6/P9/P10 sign-off. Later empirical results may narrow or remove claims but may not silently expand them.,4,phase_gate_register.csv (FROZEN transition),phase-state transition audit (Section 12.2),P1
R-3628,3628,"All generated outputs plus `PHASE_4_gate_report.md` containing the signed thesis, contributions, target, scope, no-ablation rule, and cla...",4,PHASE_4_gate_report.md,Gate 4 deliverable check,P1
R-3633,3633,"Gate 4: P1 + P6 + P9 + P10 approve. Unsupported novelty, unbounded superiority, unverified journal requirements, or planned main-text abl...",4,Gate 4 decision (phase_gate_register.csv),Gate 4 approval recording,P1
R-3660,3660,Phases 0–4 are frozen;,5,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 5,P3
R-3661,3661,the empirical release and comparability statuses are accepted;,5,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 5,P3
R-3662,3662,the algorithm and primary claims are frozen; and,5,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 5,P9
R-3663,3663,no unresolved protocol defect affects the planned analyses.,5,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 5,P3
R-3686,3686,Finalize research questions.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3687,3687,Adopt or refine RQ1–RQ8 from Section 7.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3688,3688,"Separate primary, secondary, descriptive, and exploratory questions.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3689,3689,Pre-register supplement-only ablation questions without running ablation.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3691,3691,Define primary endpoint.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
