requirement_id,line_no,summary,phase,artifact,validation,owner
R-925,925,Expected coverage: CEC2017 7 algos x D10/30/50/100 x 51 runs (29F); CEC2011 7x25 (22P); CEC2013 7x D10/30/50 x51 (28F); others contextual,2,comparability_audit.md,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-935,935,"Expected context-only optimizers may include agsk for CEC2020 and decc-g,",2,comparability_audit.md,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-936,936,"Do not promote a context suite (CEC2020, CEC2013-LSGO) to a formal panel without complete comparable evidence",2,comparability_audit.md,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-939,939,Confirm there are no accidental nested paths such as:,2,evidence layout audit,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-947,947,Working outputs may exist at:,0,project_configuration.md staging map,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P4
R-959,959,"These paths are not publication evidence. Use them only for staging, independent reproduction, generator intermediates, or candidate abla...",cross,staging boundary enforcement,Section 15 validators + every phase gate,P4
R-963,963,"results/paper_tables/ is rendered-input staging for the table generators (generate_latex_tables.py, generate_parametric_tables.py,",6,results/paper_tables/ exporter,Phase 6 primary-computation validation (Gate 6),P5
R-965,965,results/paper_tables/ is materialized by the named Phase 6 exporter task from the controlled analysis bundle (Section 7.13),6,Phase 6 exporter task,Phase 6 primary-computation validation (Gate 6),P5
R-968,968,"Every exported paper_tables CSV MUST carry bundle provenance (release ID, source paths, checksums)",6,exported CSV provenance headers,Phase 6 primary-computation validation (Gate 6),P5
R-970,970,results/paper_tables/ may be absent before Phase 6; Phase 0/2 audit records it as missing without failing,0,preflight path status,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P5
R-973,973,"The parameter study is expected to have n = 3; it is sensitivity evidence, not ablation evidence and not definitive performance evidence.",2,assumption_register.csv (parametric study),Phase 2 evidence/provenance audit gate (Gate 2),P4
R-975,975,"results/dt-gsk/sweeps/parametric-study/ may be absent from the current checkout, and no sweep-runner tooling exists in scripts/; Phase 0...",2,assumption_register.csv sweep provenance,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-980,980,T21/T22 may carry parametric numbers only after sweep-bundle promotion into cec_reference_results/parametric/<release_id>/ before Phase 7,7,parametric release under cec_reference_results/parametric/,Phase 7 exhibit-binding validation (Gate 7),P4
R-984,984,"If no validated parametric release exists, mark T21/T22 unavailable and record the gap; results/ staging is never read",7,T21/T22 availability + evidence_gap_register.md,Phase 7 exhibit-binding validation (Gate 7),P4
R-990,990,"Verify protocol anchors: seed formula/policy, FP sentinels, MaxFES accounting, egsk provenance, per_run integrity, no PNG/log as evidence",2,protocol verification matrix (Sec 6.2),Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1008,1008,Locate and run the actual project commands. Expected forms are:,0,engineering_preflight.md,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P5
R-1022,1022,"The updated project note expects 324 tests, but a hard-coded count is not a scientific truth. Record the actual count and investigate any...",0,engineering_preflight.md test count,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P5
R-1024,1024,A missing command is not a pass.,0,engineering_preflight.md,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P5
R-1028,1028,The following commands are preserved as expected runbook forms for independent reproduction or candidate evidence generation. They MUST N...,2,reproduction command governance,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1038,1038,"Use fewer workers or serial execution when required by memory; never reduce run count, MaxFES, or function scope to save time. Resume wit...",2,reproduction run records,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1042,1042,Expected comparison command:,2,comparison command record,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1048,1048,A local egsk implementation using SciPy must not silently replace committed MATLAB/fmincon evidence in the publication panel.,2,egsk provenance record,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1053,1053,"runbook.md, when present, is the copy-paste command source only after its commands pass consistency review against this framework. A runb...",0,instruction_precedence.md runbook review,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P1
R-1055,1055,"A runbook command using empirical fallback, early ablation, or writes over immutable evidence MUST be corrected or wrapped before use",0,corrected/wrapped runbook commands,Phase 0 validation (governance parse + traceability completeness) and Gate 0,P1
R-1064,1064,Verify the evaluated code for each expected component:,3,implementation_correspondence.md,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1077,1077,For each component determine:,3,implementation_correspondence.md,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1087,1087,"If code and prose disagree, the frozen executed code is authoritative for the reported experiments. Correct the prose and record the disc...",3,prose correction + decision_log.md,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1092,1092,Create contribution_matrix.md:,3,contribution_matrix.md,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P1
R-1097,1097,contribution_matrix categories restricted to Inherited / Modified / Original-in-this-work (novelty bounded to reviewed corpus),3,contribution_matrix.md categories,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P1
R-1104,1104,A new acronym is not a contribution.,4,contribution wording,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1108,1108,Position DT-GSK relative to the verified original GSK source.,4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1109,1109,"Compare SGSM with differential grouping only on supported dimensions: information source, objective-evaluation cost, update timing, granu...",4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1112,1112,Compare linkage-aware crossover with eigenvector crossover only after mechanism-level verification.,4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1114,1114,Compare eigenframe polish with covariance adaptation or direct search only at the conceptual level supported by approved sources.,4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1116,1116,"Do not imply equivalence among a support graph, covariance matrix, decomposition, and eigenbasis.",4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1118,1118,"Replace ""learned for free"" with the narrower verified statement ""requires no additional objective evaluations"" unless measured overhead s...",4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1121,1121,Do not call overhead negligible without measured evidence.,4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1122,1122,"Use exact dimensions instead of ""high-dimensional"" or ""large-scale"" when the literature and tested scope do not support those labels.",4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1124,1124,A seven-method GSK-family panel supports family-scoped conclusions only.,4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1125,1125,NFL may motivate adaptive bias but does not prove that DT-GSK should win.,4,positioning prose boundaries,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1129,1129,Every contribution MUST pass:,4,contribution acceptance test,Phase 4 thesis/claims/journal freeze gate (Gate 4),P1
R-1141,1141,A contribution that fails after the final ablation is removed or narrowed. The algorithm is not modified to rescue the claim.,12,contribution narrowing after ablation,Phase 12 final gate + final_integrity_audit.md (Gate 12),P1
R-1146,1146,"Create notation table, pseudocode, parameter table, equation registry, correspondence map, complexity, accounting proof, trace, freeze manif",3,method artifacts (notation/pseudocode/registry),Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1159,1159,"Define all method elements unambiguously (objective, phases, memories, SGSM, blocks, eigenframe, LS, rescue, accounting, stopping, determini",3,method definitions,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1180,1180,Define every symbol before or at first use.,7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1181,1181,Use one symbol per concept and state vector/matrix dimensions.,7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1182,1182,"State index ranges, counters, and random distributions.",7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1183,1183,"Distinguish equality, assignment, approximation, and sampling.",7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1184,1184,"State safeguards for division, normalization, graph degeneracy, and eigendecomposition.",7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1186,1186,"Ensure LaTeX equations, OMML equations, pseudocode, and code express the same update order.",7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1188,1188,Do not add equations merely to appear formal.,7,equation discipline (LaTeX/OMML/pseudocode),Phase 7 exhibit-binding validation (Gate 7),P2
R-1192,1192,Expected claims such as O(D^2) memory and O(D^3) eigendecomposition are hypotheses until derived from code. Report:,3,complexity_analysis.md,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1211,1211,All local-search and polish evaluations count toward MaxFES unless the verified benchmark protocol explicitly states otherwise.,3,MaxFES accounting,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1216,1216,"Before primary analysis, create algorithm_freeze_manifest.json containing:",3,algorithm_freeze_manifest.json,Phase 3 correspondence + algorithm-freeze gate (Gate 3),P2
R-1227,1227,"After freeze, algorithm changes are permitted only through the Section 0.6 change-control process (formal change request in change_reques...",cross,change_request_register.csv,Section 15 validators + every phase gate,P5
R-1239,1239,"Suite roles: CEC2017 primary, CEC2011 real-world, CEC2013 secondary, CEC2020/CEC2013-LSGO contextual unless complete comparable panel",2,comparability_audit.md suite roles,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1247,1247,"These roles MUST be confirmed before analysis. A suite is not ""independent confirmation"" or a ""holdout"" when it influenced algorithm desi...",2,comparability_audit.md,Phase 2 evidence/provenance audit gate (Gate 2),P4
R-1249,1249,Use 'secondary evidence' labeling when suite independence cannot be demonstrated,2,secondary-evidence labeling,Phase 2 evidence/provenance audit gate (Gate 2),P4
