line_no,classification,requirement_id,note
7243,integrated,R-7235,validator spec for R-7235
7244,integrated,R-7235,validator spec for R-7235
7245,integrated,R-7235,validator spec for R-7235
7246,structural_heading,,code fence delimiter
7248,structural_heading,,
7250,structural_heading,,code fence delimiter
7251,integrated,R-7251,
7252,integrated,R-7251,validator spec for R-7251
7253,integrated,R-7251,validator spec for R-7251
7254,integrated,R-7251,validator spec for R-7251
7255,structural_heading,,code fence delimiter
7257,structural_heading,,
7259,structural_heading,,code fence delimiter
7260,integrated,R-7260,
7261,integrated,R-7260,validator spec for R-7260
7262,integrated,R-7260,validator spec for R-7260
7263,integrated,R-7260,validator spec for R-7260
7264,integrated,R-7260,validator spec for R-7260
7265,structural_heading,,code fence delimiter
7267,integrated,R-7267,
7268,integrated,R-7267,continuation of R-7267
7270,structural_heading,,
7272,structural_heading,,code fence delimiter
7273,integrated,R-7273,
7274,integrated,R-7273,validator spec for R-7273
7275,integrated,R-7273,validator spec for R-7273
7276,integrated,R-7273,validator spec for R-7273
7277,integrated,R-7273,validator spec for R-7273
7278,integrated,R-7273,validator spec for R-7273
7279,integrated,R-7273,validator spec for R-7273
7280,integrated,R-7273,validator spec for R-7273
7281,structural_heading,,code fence delimiter
7283,structural_heading,,
7285,structural_heading,,code fence delimiter
7286,integrated,R-7286,
7287,integrated,R-7286,validator spec for R-7286
7288,integrated,R-7286,validator spec for R-7286
7289,integrated,R-7286,validator spec for R-7286
7290,integrated,R-7286,validator spec for R-7286
7291,integrated,R-7286,validator spec for R-7286
7292,structural_heading,,code fence delimiter
7294,structural_heading,,
7296,structural_heading,,code fence delimiter
7297,integrated,R-7297,
7298,integrated,R-7297,validator spec for R-7297
7299,integrated,R-7297,validator spec for R-7297
7300,integrated,R-7297,validator spec for R-7297
7301,integrated,R-7297,validator spec for R-7297
7302,structural_heading,,code fence delimiter
7304,structural_heading,,
7306,structural_heading,,code fence delimiter
7307,integrated,R-7307,
7308,integrated,R-7307,validator spec for R-7307
7309,integrated,R-7307,validator spec for R-7307
7310,integrated,R-7307,validator spec for R-7307
7311,integrated,R-7307,validator spec for R-7307
7312,integrated,R-7307,validator spec for R-7307
7313,integrated,R-7307,validator spec for R-7307
7314,integrated,R-7307,validator spec for R-7307
7315,structural_heading,,code fence delimiter
7317,integrated,R-7317,
7318,integrated,R-7317,continuation of R-7317
7320,structural_heading,,
7322,structural_heading,,code fence delimiter
7323,integrated,R-7323,
7324,integrated,R-7323,validator spec for R-7323
7325,integrated,R-7323,validator spec for R-7323
7326,structural_heading,,code fence delimiter
7328,integrated,R-7328,
7329,integrated,R-7328,continuation of R-7328
7331,structural_heading,,
7333,structural_heading,,code fence delimiter
7334,integrated,R-7334,
7335,integrated,R-7334,validator spec for R-7334
7336,integrated,R-7334,validator spec for R-7334
7337,integrated,R-7334,validator spec for R-7334
7338,integrated,R-7334,validator spec for R-7334
7339,integrated,R-7334,validator spec for R-7334
7340,structural_heading,,code fence delimiter
7342,structural_heading,,
7344,integrated,R-7344,
7345,integrated,R-7344,continuation of R-7344
7347,integrated,R-7344,scan target for R-7344
7348,integrated,R-7344,scan target for R-7344
7349,integrated,R-7344,scan target for R-7344
7350,integrated,R-7344,scan target for R-7344
7352,integrated,R-7352,
7354,structural_heading,,horizontal rule
7356,structural_heading,,
7358,integrated,R-7358,
7360,structural_heading,,code fence delimiter
7361,integrated,R-7358,template field for R-7358
7362,integrated,R-7358,template field for R-7358
7363,integrated,R-7358,template field for R-7358
7364,integrated,R-7358,template field for R-7358
7365,integrated,R-7358,template field for R-7358
7366,integrated,R-7358,template field for R-7358
7367,integrated,R-7358,template field for R-7358
7368,integrated,R-7358,template field for R-7358
7369,integrated,R-7358,template field for R-7358
7370,integrated,R-7358,template field for R-7358
7371,integrated,R-7358,template field for R-7358
7372,integrated,R-7358,template field for R-7358
7373,structural_heading,,code fence delimiter
7375,integrated,R-7375,
7376,integrated,R-7375,continuation of R-7375
7378,structural_heading,,horizontal rule
7380,structural_heading,,
7382,integrated,R-7382,
7384,structural_heading,,code fence delimiter
7385,integrated,R-7382,manifest schema for R-7382
7386,integrated,R-7382,manifest schema for R-7382
7387,integrated,R-7382,manifest schema for R-7382
7388,structural_heading,,code fence delimiter
7390,integrated,R-7390,
7392,integrated,R-7390,artifact group for R-7390
7393,integrated,R-7390,artifact group for R-7390
7394,integrated,R-7390,artifact group for R-7390
7395,integrated,R-7390,artifact group for R-7390
7396,integrated,R-7390,artifact group for R-7390
7397,integrated,R-7390,artifact group for R-7390
7398,integrated,R-7390,artifact group for R-7390
7399,integrated,R-7390,artifact group for R-7390
7400,integrated,R-7390,artifact group for R-7390
7401,integrated,R-7390,artifact group for R-7390
7402,integrated,R-7390,artifact group for R-7390
7403,integrated,R-7390,artifact group for R-7390
7405,structural_heading,,horizontal rule
7407,structural_heading,,
7409,nonoperative,,integration-ledger preamble
7410,nonoperative,,integration-ledger preamble
7411,nonoperative,,integration-ledger preamble
7413,structural_heading,,table header
7414,structural_heading,,table separator
7415,nonoperative,,revision-integration ledger row
7416,nonoperative,,revision-integration ledger row
7417,nonoperative,,revision-integration ledger row
7418,nonoperative,,revision-integration ledger row
7419,nonoperative,,revision-integration ledger row
7420,nonoperative,,revision-integration ledger row
7421,nonoperative,,revision-integration ledger row
7422,nonoperative,,revision-integration ledger row
7423,nonoperative,,revision-integration ledger row
7424,nonoperative,,revision-integration ledger row
7425,nonoperative,,revision-integration ledger row
7426,nonoperative,,revision-integration ledger row
7427,nonoperative,,revision-integration ledger row
7428,nonoperative,,revision-integration ledger row
7429,nonoperative,,revision-integration ledger row
7430,nonoperative,,revision-integration ledger row
7431,nonoperative,,revision-integration ledger row
7432,nonoperative,,revision-integration ledger row
7433,nonoperative,,revision-integration ledger row
7434,nonoperative,,revision-integration ledger row
7435,nonoperative,,revision-integration ledger row
7436,nonoperative,,revision-integration ledger row
7437,nonoperative,,revision-integration ledger row
7438,nonoperative,,revision-integration ledger row
7439,nonoperative,,revision-integration ledger row
7440,nonoperative,,revision-integration ledger row
7441,nonoperative,,revision-integration ledger row
7442,nonoperative,,revision-integration ledger row
7443,nonoperative,,revision-integration ledger row
7444,nonoperative,,revision-integration ledger row
7445,nonoperative,,revision-integration ledger row
7447,integrated,R-7447,
7448,integrated,R-7447,continuation of R-7447
7449,integrated,R-7447,continuation of R-7447
7450,integrated,R-7447,continuation of R-7447
7451,integrated,R-7447,continuation of R-7447
7453,structural_heading,,horizontal rule
7455,structural_heading,,
7457,integrated,R-7457,
7459,integrated,R-7457,required first-work-product element for R-7457
7460,integrated,R-7457,required first-work-product element for R-7457
7461,integrated,R-7457,required first-work-product element for R-7457
7462,integrated,R-7457,required first-work-product element for R-7457
7463,integrated,R-7457,required first-work-product element for R-7457
7464,integrated,R-7457,required first-work-product element for R-7457
7465,integrated,R-7457,required first-work-product element for R-7457
7466,integrated,R-7457,required first-work-product element for R-7457
7467,integrated,R-7457,required first-work-product element for R-7457
7469,integrated,R-7469,
7470,integrated,R-7469,continuation of R-7469
7472,example_or_comment,,end-of-file marker comment
