requirement_id,line_no,summary,phase,artifact,validation,owner
R-6729,6729,Prohibited: claim general superiority from a same-family panel;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6730,6730,Prohibited: claim universal novelty from a closed corpus;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6731,6731,Prohibited: call CEC2013 a holdout or independent confirmation without documented development independence;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6733,6733,Prohibited: execute ablation before the Phase 11 gate;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6734,6734,"Prohibited: include ablation results in the main manuscript, abstract, conclusion, highlights, or cover letter;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6736,6736,Prohibited: alter the frozen algorithm during final ablation;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P2
R-6737,6737,Prohibited: infer SGSM benefit from an SGSM-off scaffold design;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6738,6738,Prohibited: infer independent causality from remove-one or order-dependent increments;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6739,6739,Prohibited: hide adverse primary or ablation results;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P1
R-6740,6740,Prohibited: insert equations as images in Word;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P8
R-6741,6741,Prohibited: insert tables as images in Word;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P8
R-6742,6742,"Prohibited: flatten captions, numbering, cross-references, citations, or bibliography when native updateable Word fields are required;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P8
R-6744,6744,Prohibited: convert the PDF into Word as the manuscript-generation method;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P8
R-6745,6745,"Prohibited: invent author, affiliation, ORCID, funding, conflict, ethics, reviewer, or availability metadata;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P10
R-6747,6747,Prohibited: distribute proprietary font files; or,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P10
R-6748,6748,Prohibited: write to evade automated authorship detectors.,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P6
R-6752,6752,Avoid C.2 formulations unless the exact wording is supported and scoped.,cross,manuscript prose / claims_evidence_matrix.csv,Phase 10 R1/R4 review; 14.9 rubric; C.2 phrase scan,P6
R-6777,6777,"Replace restricted formulations with exact suite, dimension, panel, test, effect, interval, cost, limitation.",cross,manuscript prose,Phase 10 R1/R4 review; C.2 phrase scan,P6
R-6783,6783,Remove C.3 stock transitions/cliches when semantically empty.,cross,manuscript prose,14.9 natural-prose rubric; C.3 phrase scan,P6
R-6801,6801,Literal/technically necessary use of stock terms permitted only when the term carries real meaning.,cross,manuscript prose,14.9 natural-prose rubric; C.3 phrase scan,P6
R-6808,6808,"All Appendix D commands are expected forms; MUST be reconciled with runbook, paths, strict evidence rule, OS.",cross,project_configuration.md command reconciliation,Phase 0/2 preflight reconciliation records,P5
R-6836,6836,Audit analogous suite launchers vs explicit campaigns; outputs stay staging until promoted; --seed-policy reference only when verified.,2,comparability_audit.md / promotion records,Phase 2/6 audit evidence,P4
R-6850,6850,"Source guard MUST prove no fallback path; derived results go to controlled analysis area (7.13), never results/_run_all/_analysis.",6,strict source guard (E.1); papers/analysis/<release_id>/,15.7/E.1 guard proof,P4
R-6884,6884,--ablation-root defaults to staging; after promotion (12.10) the release-rooted invocation is mandatory.,12,generate_ablation_matrix.py invocation records,E.10/15.7 ablation-release checks,P4
R-6888,6888,Additional SGSM/cumulative/interaction/cost/convergence/sensitivity commands come from frozen preregistration; recorded in final manifest.,12,ablation preregistration + final manifest,Phase 12 manifest audit,P3
R-6900,6900,"Word pipeline MUST expose deterministic entry points; Phase 9 audits/extends build_docx.py, adds missing validators, documents commands.",9,papers/scripts/build_docx.py + validators; project_configuration.md,Phase 9 gate; 15.6.2,P8
R-6921,6921,Verify configured review-artifact filename (DT-GSK-CEC2017-review.pdf); missing.log must have no unexplained missing line.,2,papers/DT-GSK-CEC2017-review.pdf + _missing.log,D.6 log inspection; Phase 2/7 checks,P7
R-6928,6928,"D.7 names are mandatory audit targets; they do not override strict-source, final-ablation, or current-repository rules.",2,asset_map.md / audit records,Phase 2-3 audit evidence,P4
R-6935,6935,"Verify existence, actual signatures, publication-mode behaviour of the listed analysis entry points.",3,implementation_correspondence.md,Phase 3 code-correspondence audit,P5
R-6951,6951,"Audit historical analysis CLI defaults (reference-root, results-root, proposed, alpha, no-figures, out).",2,comparability_audit.md,Phase 2 audit records,P4
R-6962,6962,Publication --results-root fallback MUST be disabled; --out writes to controlled analysis area; scratch runs deleted or marked non-evidence.,6,strict source guard + papers/analysis/<release_id>/,E.1 guard; 15.7,P4
R-6971,6971,"Audit run_config.json, seed_schedule.csv, environment.json provenance fields from actual files.",2,data_ledger.csv,Phase 2 provenance audit,P4
R-6979,6979,MaxFES is not a run_config key; only max_nfes_override exists; verify per-run MaxFES from per_run.csv nfes column.,2,data_ledger.csv / per_run.csv audit,Phase 2 MaxFES accounting check,P4
R-6983,6983,Audit expected arithmetic: CEC2013 51x28x3=4284 and CEC2017 51x29x4=5916 records per optimizer.,2,experiment_matrix.csv,Phase 2 count reconciliation,P4
R-6990,6990,"Verify seed is a pure function of (base_seed, dim, func, run) in src/gsk_family/runners/seed_policy.py.",2,seed_policy.py audit record,Phase 2 seed verification,P4
R-6993,6993,Verify actual CEC2011 problem/dimension schema; do not force the expected 16-CSV count if repository evidence differs.,2,data_ledger.csv,Phase 2 layout audit,P4
R-6998,6998,Runner path rule <output_root>/<optimizer>/<suite>/; reject the doubled-path trap before evidence admission.,2,promotion validation records,Phase 2 path audit,P4
R-7006,7006,"Treat the listed source assertions as explicit audit targets requiring verification, not assumption.",2,assumption_register.csv / audit records,Phase 2-3 canonical checks,P9
R-7018,7018,No manuscript statement may use D.7.3 assertions until the corresponding canonical/code check passes.,8,claims_evidence_matrix.csv,15.2 claim coverage; P9 audit,P9
R-7023,7023,Verify or deliberately migrate the expected statistical-output names and schemas.,6,primary_stats outputs,Phase 6 output-contract audit,P3
R-7035,7035,"Authoritative stats schema SHOULD add suite, estimand, unit/resolution, canonical evidence IDs, commit, resampling unit.",6,statistical_results.csv,7.14 schema check,P3
R-7037,7037,BCa rng argument is required and must be seeded with the frozen analysis seed.,6,bootstrap_bca_ci calls / analysis plan,Phase 6 analysis-code audit,P3
R-7042,7042,"Audit table-generation mappings in code, including the listed expected examples.",7,papers/scripts table generators,Phase 7 generator audit,P7
R-7053,7053,Verify T06/T11-T16 role anchors in generator code; retire stale mappings; never hand-author a table.,7,papers/scripts table generators,Phase 7 generator audit,P7
R-7060,7060,"Audit listed flags on their owning scripts; absence on a different script is expected, not a defect.",12,run_ablation.py / generate_ablation_matrix.py / run.py,Phase 12 option audit,P4
R-7078,7078,run_ablation.py accepts no --seed-policy/--max-evaluations; hardcodes unified seed policy; budget from suite protocol.,12,run_ablation.py audit,Phase 12 config audit,P4
R-7087,7087,Active mechanisms MUST be in the final Phase-12 design or excluded with preregistered justification; record inactive ones.,12,ablation plan (12.3),Gate 11/12 preregistration check,P2
R-7100,7100,Legacy aggregate path is derived/staging; final analysis must read the promoted immutable ablation release.,12,promoted ablation release,15.7/E.10 checks,P4
R-7105,7105,Generate legacy names as views/aliases of authoritative governance artifacts; no conflicting sources of truth.,cross,governance views/aliases,P5 audit of alias generation,P5
R-7122,7122,Status token pending-phase-2 is superseded; final ablation rows use planned-phase-12 until Gate 11 authorizes execution.,12,experiment_matrix.csv statuses,Gate 11 authorization check,P5
R-7128,7128,Audit but do not require the legacy companion files.,0,instruction_precedence.md,Phase 0 task 2 inventory,P1
R-7144,7144,Every still-valid companion requirement must be in this master; no companion needed to execute the project.,0,instruction_precedence.md / this master,Phase 0 precedence resolution,P1
R-7150,7150,Preserve D.9 strings as compatibility audit targets; Section 3 schemas stay authoritative; aliases MUST NOT create second source of truth.,cross,governance schemas + legacy views,P5 alias audit,P5
R-7171,7171,Audit the exact D.9 path/glob patterns when they exist.,2,preflight/asset inventory,Phase 2 path audit,P5
R-7189,7189,Audit compatibility patterns for generated cells and LaTeX bindings.,7,table/figure generators; ablation cells,Phase 7/12 binding audit,P5
R-7203,7203,Treat listed historical CLI messages as hard configuration/input failures; never fall back or continue silently.,6,analysis CLI runs,E.1 guard; run logs,P4
R-7211,7211,Historical PHASE_0..9 range and companion pattern superseded by the Phase 0-12 model; compatibility identifiers only.,0,instruction_precedence.md,Phase 0 precedence record,P1
R-7223,7223,Strict source guard: every empirical open resolves inside the selected release and never under results root.,cross,strict source guard (E.1),15.7 evidence-release validation,P5
R-7229,7229,Use an equivalent safe implementation on Python versions without Path.is_relative_to.,cross,E.1 guard implementation,code review of guard,P5
R-7235,7235,Citation validator: used keys subset of bib and admissible; no undefined; semantic map complete; no nocite*.,cross,citation validator (E.2),15.1 citation-set validation,P9
R-7251,7251,Claim-coverage validator: every scientific paragraph has claim IDs with accepted support and evidence anchor.,cross,claim validator (E.3),15.2 claim-coverage validation,P9
R-7260,7260,Number-binding validator: displayed value equals declared rounding of recomputed full-precision source.,cross,number validator (E.4),15.3 number-binding validation,P5
R-7267,7267,"Exclude page numbers, citation years, labels, non-result numerals via an explicit allowlist.",cross,E.4 allowlist,15.3 number-binding validation,P5
R-7273,7273,"Exhibit-binding validator: generator/inputs exist, checksums match, labels resolve, caption scope and destination correct.",cross,exhibit validator (E.5),15.4 exhibit-binding validation,P5
R-7286,7286,"OMML validator: every equation is native m:oMath(Para), semantically equal to canonical math, never an image.",cross,OMML validator (E.6),15.6.2 Word validation,P8
R-7297,7297,"Native-table validator: every table is w:tbl with cells equal to authoritative display values, never an image.",cross,table validator (E.7),15.6.2 Word validation,P8
R-7307,7307,"Word-field validator: TOC/SEQ/REF/CITATION/BIBLIOGRAPHY present, bookmarks resolve, fields update, no repair prompt.",cross,field validator (E.8),15.6.2 Word validation,P8
R-7317,7317,Adjust required Word fields only when the verified journal explicitly does not need a list or field type.,4,E.8 required-field set,Phase 4 journal verification,P8
R-7323,7323,Cross-format validator: normalized LaTeX and DOCX extraction equal for every canonical logical artifact.,cross,cross-format validator (E.9),15.5 cross-document validation,P5
R-7328,7328,"Numbers, equations, labels, captions, citation keys need exact semantic comparison; wrapping/layout may differ.",cross,E.9 comparison rules,15.5 cross-document validation,P5
R-7334,7334,"Ablation phase-order validator: Gate 11 signed, hashes match freezes, ablation starts after signature.",12,phase-order validator (E.10),Phase 12 entry check,P5
R-7344,7344,"Scan every output surface (canonical, LaTeX, PDF, DOCX XML, hidden text, captions, figures, highlights, cover letter) for ablation content.",12,ablation prohibition scanner (E.11),1.3/15.9.4 prohibition gate,P9
R-7352,7352,Allow only the approved neutral supplementary pointer in the main manuscript.,12,E.11 scanner allowlist,1.3/E.11 scan,P9
R-7358,7358,Answer each reviewer point using the Appendix F response template.,10,reviewer response documents,Phase 10 revision_log.md checks,P6
R-7375,7375,"Keep responses factual, courteous, evidence-led; never claim a change absent from both final formats.",10,reviewer responses,P9/R4 review of responses,P6
R-7382,7382,Final package manifest MUST include at least the Appendix G schema columns.,12,final package manifest,Phase 12 packaging gate,P10
R-7390,7390,Final package MUST contain all twelve mandatory artifact groups.,12,final package,Phase 12 packaging gate; 15.9.7,P10
R-7447,7447,Machine-readable line-by-line review matrix MUST accompany master; every nonblank line mapped; none unmapped or partial.,0,source_line_traceability.csv + requirements_traceability_matrix.csv,Phase 0 validation; final gate check,P1
R-7457,7457,Begin with Phase 0; the first work product MUST contain the listed elements.,0,PHASE_0_readiness.md + governance registers,Gate 0 review,P1
R-7469,7469,"First work product: no manuscript prose, no primary analyses, no final exhibits, no ablation.",0,Phase 0 outputs,Gate 0 review,P1
