line_no,classification,requirement_id,note
1136,integrated,,acceptance criterion of R-1129
1137,integrated,,acceptance criterion of R-1129
1138,integrated,,acceptance criterion of R-1129
1139,integrated,,acceptance criterion of R-1129
1141,integrated,R-1141,
1142,integrated,,continuation of R-1141
1144,structural_heading,,
1146,integrated,R-1146,
1148,integrated,,required method artifact of R-1146
1149,integrated,,required method artifact of R-1146
1150,integrated,,required method artifact of R-1146
1151,integrated,,required method artifact of R-1146
1152,integrated,,required method artifact of R-1146
1153,integrated,,required method artifact of R-1146
1154,integrated,,required method artifact of R-1146
1155,integrated,,required method artifact of R-1146
1156,integrated,,required method artifact of R-1146
1157,integrated,,required method artifact of R-1146
1159,integrated,R-1159,
1161,integrated,,required unambiguous definition of R-1159
1162,integrated,,required unambiguous definition of R-1159
1163,integrated,,required unambiguous definition of R-1159
1164,integrated,,required unambiguous definition of R-1159
1165,integrated,,required unambiguous definition of R-1159
1166,integrated,,required unambiguous definition of R-1159
1167,integrated,,required unambiguous definition of R-1159
1168,integrated,,required unambiguous definition of R-1159
1169,integrated,,required unambiguous definition of R-1159
1170,integrated,,required unambiguous definition of R-1159
1171,integrated,,required unambiguous definition of R-1159
1172,integrated,,required unambiguous definition of R-1159
1173,integrated,,required unambiguous definition of R-1159
1174,integrated,,required unambiguous definition of R-1159
1175,integrated,,required unambiguous definition of R-1159
1176,integrated,,required unambiguous definition of R-1159
1178,structural_heading,,
1180,integrated,R-1180,
1181,integrated,R-1181,
1182,integrated,R-1182,
1183,integrated,R-1183,
1184,integrated,R-1184,
1185,integrated,,continuation of R-1184
1186,integrated,R-1186,
1187,integrated,,continuation of R-1186
1188,integrated,R-1188,
1190,structural_heading,,
1192,integrated,R-1192,
1193,integrated,,continuation of R-1192
1195,integrated,,required complexity report item of R-1192
1196,integrated,,required complexity report item of R-1192
1197,integrated,,required complexity report item of R-1192
1198,integrated,,required complexity report item of R-1192
1199,integrated,,required complexity report item of R-1192
1200,integrated,,required complexity report item of R-1192
1201,integrated,,required complexity report item of R-1192
1202,integrated,,required complexity report item of R-1192
1203,integrated,,required complexity report item of R-1192
1204,integrated,,required complexity report item of R-1192
1205,integrated,,required complexity report item of R-1192
1206,integrated,,required complexity report item of R-1192
1207,integrated,,required complexity report item of R-1192
1208,integrated,,required complexity report item of R-1192
1209,integrated,,required complexity report item of R-1192
1211,integrated,R-1211,
1212,integrated,,continuation of R-1211
1214,structural_heading,,
1216,integrated,R-1216,
1218,integrated,,freeze-manifest field of R-1216
1219,integrated,,freeze-manifest field of R-1216
1220,integrated,,freeze-manifest field of R-1216
1221,integrated,,freeze-manifest field of R-1216
1222,integrated,,freeze-manifest field of R-1216
1223,integrated,,freeze-manifest field of R-1216
1224,integrated,,freeze-manifest field of R-1216
1225,integrated,,freeze-manifest field of R-1216
1227,integrated,R-1227,
1228,integrated,,continuation of R-1227
1229,integrated,,continuation of R-1227
1230,duplicate,,duplicate of R-146 ablation toggles pre-approved components only
1231,duplicate,,duplicate of R-146 ablation toggles pre-approved components only
1233,nonoperative,,section divider
1235,structural_heading,,
1237,structural_heading,,
1239,integrated,R-1239,
1241,integrated,,suite role of R-1239
1242,integrated,,suite role of R-1239
1243,integrated,,suite role of R-1239
1244,integrated,,suite role of R-1239
1245,integrated,,suite role of R-1239
1247,integrated,R-1247,
1248,integrated,,continuation of R-1247
1249,integrated,R-1249,
1250,integrated,,continuation of R-1249
