artifact_id,artifact_path,artifact_type,manuscript_label,generator_script,generator_command,source_paths,source_checksums,analysis_id,evidence_release_id,commit_sha,output_checksum,scope,latex_location,word_location,validation_status
FIG-CONV-SUP-2017-D10-D (plan F02-SUP-CEC2017-D10),papers/figures/convergence/all_funcs_D10_d.pdf;papers/figures/convergence/all_funcs_D10_d.png,figure,fig:sconv-cec2017-d10-d,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{26,27,28,29,30}_D10.csv (7 algs x 5 funcs = 35 files)",aggregate-sha256(35 files)=047e04d52b7e5143a18e539d9540ca21f1ba7937391cbb2bbedc096dfafbcf0f,"AN-CONV-2017-D10 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D10_d.pdf=9d02be3cbbcf32ff1a3359621b361b87b3f07fd97de87af3c1c5208aa9b60a72;all_funcs_D10_d.png=1e8b841e571861612e21cb13a2ed0f666598d761f1f1ba18511ad2305fd34e96,supplement,sections/performance.tex,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d10' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D30-A (plan F02-SUP-CEC2017-D30),papers/figures/convergence/all_funcs_D30_a.pdf;papers/figures/convergence/all_funcs_D30_a.png,figure,fig:sconv-cec2017-d30-a,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{1,3,4,5,6,7,8,9}_D30.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=ddc2dd0ba611f0f054ceba85063deed6de86795ce2956732d5cba372fcf85f99,"AN-CONV-2017-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D30_a.pdf=050329d34ed44c997360c1c667020ebc1ad29c51e798adb0e086857d426cad63;all_funcs_D30_a.png=5b8fb886825b9f349a3d5a3827c2c59f9e034a5dae2c102a9cfa5d1e89652d19,supplement,supplementary.tex:682,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d30' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D30-B (plan F02-SUP-CEC2017-D30),papers/figures/convergence/all_funcs_D30_b.pdf;papers/figures/convergence/all_funcs_D30_b.png,figure,fig:sconv-cec2017-d30-b,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{10,11,12,13,14,15,16,17}_D30.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=61191666e2ac5e77838f27cda2ade7fe937f9f6c155603e3af4a5b785c6f0f42,"AN-CONV-2017-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D30_b.pdf=b448933dc5fd9e751322de6cdc24644441bcac123bbc48609dcbb48e1b2a6f09;all_funcs_D30_b.png=95bd44cdbc864128afe3863e93ed4b6e9d982c042ff317717c424f7266f7d996,supplement,supplementary.tex:694,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d30' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D30-C (plan F02-SUP-CEC2017-D30),papers/figures/convergence/all_funcs_D30_c.pdf;papers/figures/convergence/all_funcs_D30_c.png,figure,fig:sconv-cec2017-d30-c,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{18,19,20,21,22,23,24,25}_D30.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=7cc44bbb664f18015c94c5da86a96fb76e17b6ea06cf177cb9ce89e9d4af3d9d,"AN-CONV-2017-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D30_c.pdf=95e4f761147251d0e536731ed97cf90c122ae8b5ec87b5c50db6908718317594;all_funcs_D30_c.png=8db9d240f3b898a7cd7c7c20eaaecf57027415a6d85f8ce953c0221740b297b4,supplement,supplementary.tex:706,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d30' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D30-D (plan F02-SUP-CEC2017-D30),papers/figures/convergence/all_funcs_D30_d.pdf;papers/figures/convergence/all_funcs_D30_d.png,figure,fig:sconv-cec2017-d30-d,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{26,27,28,29,30}_D30.csv (7 algs x 5 funcs = 35 files)",aggregate-sha256(35 files)=aa3cb2ad4fcbf715bd858adc707c9e8509a6538985ae1f50821adb3a4c056ac7,"AN-CONV-2017-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D30_d.pdf=93488e1e5794b07318527f72749fdea1a18648d3901f0573c08164ad95b7a8ed;all_funcs_D30_d.png=8f914b41a726df2fc24d0860232f12c6167fd38bf8149d61d200e2be2ed288e8,supplement,supplementary.tex:718,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d30' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D50-A (plan F02-SUP-CEC2017-D50),papers/figures/convergence/all_funcs_D50_a.pdf;papers/figures/convergence/all_funcs_D50_a.png,figure,fig:sconv-cec2017-d50-a,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{1,3,4,5,6,7,8,9}_D50.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=2a278bd8f4f292407560ef6f48731be0462388dbde58e3784ddcc341f538cf9d,"AN-CONV-2017-D50 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D50_a.pdf=e04b13ba8a6f2fb0174947481bb6ed83f662392da1e9b4676ce77ee128e03b2f;all_funcs_D50_a.png=408a0a4ea8ecb4450ee813fb6c843f7c8c94c1df86ae92807e0ce8e5f785bc59,supplement,supplementary.tex:732,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d50' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D50-B (plan F02-SUP-CEC2017-D50),papers/figures/convergence/all_funcs_D50_b.pdf;papers/figures/convergence/all_funcs_D50_b.png,figure,fig:sconv-cec2017-d50-b,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{10,11,12,13,14,15,16,17}_D50.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=31c46b5c3d937e411dcacf77cc5e0bee50dd173d5a4c67ff43ebf4f2a0ed3fce,"AN-CONV-2017-D50 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D50_b.pdf=bc3c11912dbdee853e0dd1a1d4594e6cb88323e6df1aead8311cd5b829f6ec99;all_funcs_D50_b.png=4ad8f81d74372728c943298897deea77cc594fbcfdfc266460e8166cc59cead6,supplement,supplementary.tex:744,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d50' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D50-C (plan F02-SUP-CEC2017-D50),papers/figures/convergence/all_funcs_D50_c.pdf;papers/figures/convergence/all_funcs_D50_c.png,figure,fig:sconv-cec2017-d50-c,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{18,19,20,21,22,23,24,25}_D50.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=df752690f95e769f8aad315b5a4f29ea83a17eacc1cdfb8096eacda7b771b42f,"AN-CONV-2017-D50 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D50_c.pdf=dbe9d7163205c80da3c3bdc35d9184d0d99a586e81ab401ca50baca66cb93186;all_funcs_D50_c.png=e9a19438b4849bf2ed4be55e5e4bfd17a2c808a5dc8d6a3ac5bfc7bd8258baa3,supplement,supplementary.tex:756,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d50' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D50-D (plan F02-SUP-CEC2017-D50),papers/figures/convergence/all_funcs_D50_d.pdf;papers/figures/convergence/all_funcs_D50_d.png,figure,fig:sconv-cec2017-d50-d,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{26,27,28,29,30}_D50.csv (7 algs x 5 funcs = 35 files)",aggregate-sha256(35 files)=ec599e76a0913bd13430dddef5ffaa634fa68c04d062da1a4971c968c5f4ee22,"AN-CONV-2017-D50 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D50_d.pdf=ab8642abf22f6da09098c1ae260c692efc83f3a59ac5323931d135977d0388ee;all_funcs_D50_d.png=1fafb560865962ce4fee55b2c70ba9ad45b60043f0a1552feb9979a50bef415e,supplement,supplementary.tex:768,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d50' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D100-A (plan F02-SUP-CEC2017-D100),papers/figures/convergence/all_funcs_D100_a.pdf;papers/figures/convergence/all_funcs_D100_a.png,figure,fig:sconv-cec2017-d100-a,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{1,3,4,5,6,7,8,9}_D100.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=1995df77eebcfec7dc4fa2411123d255a747da545b3e358223a6646951a44842,"AN-CONV-2017-D100 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D100_a.pdf=877dc86087a290303f190aa8e191f01e78c686449fbffa264074cb45998ce836;all_funcs_D100_a.png=1db20d1914649d04b7a52ab9810d657b32a009b79d470b26c3e7f02659974dc0,supplement,supplementary.tex:782,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d100' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D100-B (plan F02-SUP-CEC2017-D100),papers/figures/convergence/all_funcs_D100_b.pdf;papers/figures/convergence/all_funcs_D100_b.png,figure,fig:sconv-cec2017-d100-b,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{10,11,12,13,14,15,16,17}_D100.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=3cb1c9c234d645b3f9349ecb0175f66789dd3e276b735fd8da98acaa6bdf8ad9,"AN-CONV-2017-D100 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D100_b.pdf=5a7dd101d4397ff45cc800bdefbe3ac821fd4bc79eab8bf5ad271cbbd5c17fb3;all_funcs_D100_b.png=aadac4adc6f6566f6dafeb22fe6ef53df5b3452deb7e6885b3b14db1c4ede5ea,supplement,supplementary.tex:794,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d100' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D100-C (plan F02-SUP-CEC2017-D100),papers/figures/convergence/all_funcs_D100_c.pdf;papers/figures/convergence/all_funcs_D100_c.png,figure,fig:sconv-cec2017-d100-c,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{18,19,20,21,22,23,24,25}_D100.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=c1c7d5ddb8cb43cf30be0d8cc01d35ac312febd39d3b166b808855eaa0e18a05,"AN-CONV-2017-D100 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D100_c.pdf=75b518d02a1aed504f44c64608ba67f621dd64b2b59b824819efeb2fa8249322;all_funcs_D100_c.png=69be6944675258fb31fc337817f8f42f6ee764dbc1bbc80da06887a6e800cc31,supplement,supplementary.tex:806,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d100' (label did not exist in the shipped sources)
FIG-CONV-SUP-2017-D100-D (plan F02-SUP-CEC2017-D100),papers/figures/convergence/all_funcs_D100_d.pdf;papers/figures/convergence/all_funcs_D100_d.png,figure,fig:sconv-cec2017-d100-d,papers/scripts/generate_full_convergence.py,python papers/scripts/generate_full_convergence.py,"benchmarks/cec_reference_results/cec2017/<alg>/gen_logs/CheckpointErrors_<alg>_F{26,27,28,29,30}_D100.csv (7 algs x 5 funcs = 35 files)",aggregate-sha256(35 files)=9981e39096249f833ca915e1cdf28a1edcb1c7fafacca60e93eea5c1009e08fb,"AN-CONV-2017-D100 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),all_funcs_D100_d.pdf=4e80411f81579e65676e7e6661c2b7119c7684097a92877ff40a0144de39f2ef;all_funcs_D100_d.png=a5f8e30a4b7fc75102085eb473a6a783e8042c1c657c422a082f7a40dac122b1,supplement,supplementary.tex:818,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2017_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2017-d100' (label did not exist in the shipped sources)
FIG-CONV-CEC2011-A (plan F02-SUP-CEC2011),papers/figures/convergence/cec2011_a.pdf;papers/figures/convergence/cec2011_a.png,figure,fig:sconv-cec2011-a,papers/scripts/generate_cec2011_convergence.py,python papers/scripts/generate_cec2011_convergence.py,"benchmarks/cec_reference_results/cec2011/<alg>/gen_logs/CheckpointErrors_<alg>_F{1,2,3,4,5,6,7,8}_D<native>.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=a76c7b799805b8a7c0eefb731f4661f9df53fa519c2f65672bb75ff59adea6ce,"AN-CONV-2011-NATIVE (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2011_a.pdf=737674d0398a614de801165da7b17aa5b772be3b9d4635567a3dbd472aba7ad3;cec2011_a.png=6be7df0df8000856176b2aceed12e4fe74f676dedba7f5e772bc20170d9cb341,supplement,supplementary.tex,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2011_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2011' (label did not exist in the shipped sources)
FIG-CONV-CEC2011-B (plan F02-SUP-CEC2011),papers/figures/convergence/cec2011_b.pdf;papers/figures/convergence/cec2011_b.png,figure,fig:sconv-cec2011-b,papers/scripts/generate_cec2011_convergence.py,python papers/scripts/generate_cec2011_convergence.py,"benchmarks/cec_reference_results/cec2011/<alg>/gen_logs/CheckpointErrors_<alg>_F{9,10,11,12,13,14,15,16}_D<native>.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=ae8c4a7a09c8caf3829738040af529328842fe8c40f9805ce81c00bf198537df,"AN-CONV-2011-NATIVE (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2011_b.pdf=48220fd0542ee7c9cf3b68fd184c6ba0e02e97fd070b054ab1adf9d4fd1c4548;cec2011_b.png=3333dac0102c79468f1902274852cc883300001c6a95d9bf307975e3d148bdc6,supplement,supplementary.tex,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2011_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2011' (label did not exist in the shipped sources)
FIG-CONV-CEC2011-C (plan F02-SUP-CEC2011),papers/figures/convergence/cec2011_c.pdf;papers/figures/convergence/cec2011_c.png,figure,fig:sconv-cec2011-c,papers/scripts/generate_cec2011_convergence.py,python papers/scripts/generate_cec2011_convergence.py,"benchmarks/cec_reference_results/cec2011/<alg>/gen_logs/CheckpointErrors_<alg>_F{17,18,19,20,21,22}_D<native>.csv (7 algs x 6 funcs = 42 files)",aggregate-sha256(42 files)=3e4c24f84c6f67fcc855f89bf4c85fb7825dbba25ce703d4998b80a4a8e113c8,"AN-CONV-2011-NATIVE (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2011_c.pdf=286f47ec90392ba9bc80e01185fe62c13646d88e620cdd6e5a86f1459054474d;cec2011_c.png=f75cc5da65f866961f0e952315ce827509faa1be8e7430f25bcdb010be7f4cdd,supplement,supplementary.tex,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2011_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2011' (label did not exist in the shipped sources)
FIG-CONV-CEC2013-D30-A (plan F02-SUP-CEC2013-D30),papers/figures/convergence/cec2013_a.pdf;papers/figures/convergence/cec2013_a.png,figure,fig:sconv-cec2013-d30-a,papers/scripts/generate_cec2013_convergence.py,python papers/scripts/generate_cec2013_convergence.py --dimension 30,"benchmarks/cec_reference_results/cec2013/<alg>/gen_logs/CheckpointErrors_<alg>_F{1,2,3,4,5,6,7,8}_D30.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=6db60678d7b101460a3dd51d53c0cc44f549245433df9ebdc3710145a4d316b4,"AN-CONV-2013-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2013_a.pdf=8328c7b58e52d63b7310807c4cea0c2a38dcee8f878cecf3127664a2d695e3de;cec2013_a.png=38b86bce6c5958027a72f44a6814ad53be27ccef2fb584cda7d5a225a345eadb,supplement,supplementary.tex:905,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2013_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2013-d30' (label did not exist in the shipped sources)
FIG-CONV-CEC2013-D30-B (plan F02-SUP-CEC2013-D30),papers/figures/convergence/cec2013_b.pdf;papers/figures/convergence/cec2013_b.png,figure,fig:sconv-cec2013-d30-b,papers/scripts/generate_cec2013_convergence.py,python papers/scripts/generate_cec2013_convergence.py --dimension 30,"benchmarks/cec_reference_results/cec2013/<alg>/gen_logs/CheckpointErrors_<alg>_F{9,10,11,12,13,14,15,16}_D30.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=81ed8530f9ed7f1fffc47b16515192dadea7bcc5b1ade91fb8502e3fdf42d1b3,"AN-CONV-2013-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2013_b.pdf=041860485b2f6ab86576ca879c6ead82514cb9f4b919a8d9a3257e160296db07;cec2013_b.png=819d4d0b37ca13babba31b859c3955b9fe6f6800c6566c44e04ebd8a8731f7c4,supplement,supplementary.tex:916,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2013_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2013-d30' (label did not exist in the shipped sources)
FIG-CONV-CEC2013-D30-C (plan F02-SUP-CEC2013-D30),papers/figures/convergence/cec2013_c.pdf;papers/figures/convergence/cec2013_c.png,figure,fig:sconv-cec2013-d30-c,papers/scripts/generate_cec2013_convergence.py,python papers/scripts/generate_cec2013_convergence.py --dimension 30,"benchmarks/cec_reference_results/cec2013/<alg>/gen_logs/CheckpointErrors_<alg>_F{17,18,19,20,21,22,23,24}_D30.csv (7 algs x 8 funcs = 56 files)",aggregate-sha256(56 files)=6191eb5df43ffadd61317f78758d7171c4acf56b025399982e6409f71173c888,"AN-CONV-2013-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2013_c.pdf=18e35060293dd2e4d8416a27f8e01b785a274e85645a2b4c37e0f316afb8c355;cec2013_c.png=326c43a46bca8436656c20946c58617d7c37f13e485516df1bdba2ec881d782e,supplement,supplementary.tex:927,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2013_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2013-d30' (label did not exist in the shipped sources)
FIG-CONV-CEC2013-D30-D (plan F02-SUP-CEC2013-D30),papers/figures/convergence/cec2013_d.pdf;papers/figures/convergence/cec2013_d.png,figure,fig:sconv-cec2013-d30-d,papers/scripts/generate_cec2013_convergence.py,python papers/scripts/generate_cec2013_convergence.py --dimension 30,"benchmarks/cec_reference_results/cec2013/<alg>/gen_logs/CheckpointErrors_<alg>_F{25,26,27,28}_D30.csv (7 algs x 4 funcs = 28 files)",aggregate-sha256(28 files)=306a8c2267db05be64677c8c01b2bb7bdc701370be2ed665281b62f8841230b6,"AN-CONV-2013-D30 (P2, CR-0001)",rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2013_d.pdf=ad46cd6ec884d830e40e5511f3f993e1344152369e1975e3dbc38344b146825e;cec2013_d.png=2dc483b0497e1cdc34a12dfd0a210ca2b0a24d3442302b683236dc48d6645ff1,supplement,supplementary.tex:938,pending-phase9 (Word figure embed),series-count-verified 7/7 in all panels (papers/figures/convergence/cec2013_missing.log); sampled panels value-validated (papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:sconv-cec2013-d30' (label did not exist in the shipped sources)
FIG-CD-D10 (plan F01-D10),papers/figures/nemenyi/nemenyi_cd_cec2017_D10.pdf;papers/figures/nemenyi/nemenyi_cd_cec2017_D10.png,figure,fig:cd-cec2017,papers/scripts/generate_nemenyi_cd.py,python papers/scripts/generate_nemenyi_cd.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D10.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/nemenyi_cd_cec2017_D10.csv,friedman_ranks_cec2017_D10.csv=6e34631c796cd271d79ab16db79d9b7b20eff32a7ed02b67a01bc6959bf6a23c;nemenyi_cd_cec2017_D10.csv=8ff6d3912cf2783afc1d52a174b6b4598792237d4e7900a6a11892908a2973ed,AN-OMNI-2017-D10,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),nemenyi_cd_cec2017_D10.pdf=b605f41fadcedcebd6181b8fab4e68c696c1d414aa0e17499aa88fabe2c1e751;nemenyi_cd_cec2017_D10.png=66ab2287f931846d2e109dfd49c88adb694ca295478435362fcb3376aaa6be13,main,performance.tex:513,pending-phase9 (Word figure embed),validated-value-level (PDF text vs bundle ranks/CD; omnibus gate re-checked; papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:cd-d10' (label did not exist in the shipped sources)
