doc,artifact_type,artifact_id,status,method,detail,format_only_difference,content_hash
DT-GSK.docx,paragraph,"At D=10, first place is carried by Holm-significant wins ove",PASS,alnum-containment,,,24a0c6377502
DT-GSK.docx,paragraph,"At D∈{30,50,100}, DT-GSK beats AGSK, APGSK, and FDB-AGSK in ",PASS,alnum-containment,,,db87e118af31
DT-GSK.docx,paragraph,Seeded bootstrap BCa rank-stability intervals attached to th,PASS,alnum-containment,,,59246e093da6
DT-GSK.docx,paragraph,Figure 4 shows the Nemenyi mean-rank plots with CD span (one,PASS_FORMAT_DIFF,alnum-split-containment,paragraph verbatim in two contiguous runs,page-break/float interleaves PDF extraction mid-paragraph,d650fc04f584
DT-GSK.docx,paragraph,The plots make one limitation explicit: DT-GSK and eGSK are ,PASS,alnum-containment,,,71dea8ed633b
DT-GSK.docx,paragraph,The Friedman mean rank improves with dimension overall but i,PASS,alnum-containment,,,7946ff4335fe
DT-GSK.docx,paragraph,"A prespecified robustness battery accompanies the release, a",PASS,alnum-containment,,,50d2ccbaefa7
DT-GSK.docx,paragraph,Mean-based ranks are the prespecified primary; DT-GSK’s own ,PASS_FORMAT_DIFF,alnum-split-containment,paragraph verbatim in two contiguous runs,page-break/float interleaves PDF extraction mid-paragraph,1b5ac1b05015
DT-GSK.docx,paragraph,The per-problem five-statistic results of DT-GSK against the,PASS,alnum-containment,,,8cd061b20681
DT-GSK.docx,paragraph,"Within the GSK-family panel, DT-GSK places second of seven o",PASS,alnum-containment,,,bd16ffa48231
DT-GSK.docx,paragraph,The across-problem Holm-corrected Wilcoxon against eGSK is a,PASS,alnum-containment,,,1c3bc0a1553b
DT-GSK.docx,paragraph,The remaining pairwise outcomes at the same family size are ,PASS,alnum-containment,,,7e3a2d12c16b
DT-GSK.docx,paragraph,The head-to-head against the original GSK illustrates why th,PASS,alnum-containment,,,bc9ed041ed19
DT-GSK.docx,paragraph,CEC2011 therefore corroborates within-family competitiveness,PASS,alnum-containment,,,61619305d5df
DT-GSK.docx,paragraph,CEC2013 is reported as a second comparison suite — for bread,PASS,alnum-containment,,,012a4bdda127
DT-GSK.docx,paragraph,"Within the GSK-family panel, DT-GSK attains the best overall",PASS,alnum-containment,,,08d51e327789
DT-GSK.docx,paragraph,"The per-dimension picture is first/third/first: at D=10, DT-",PASS,alnum-containment,,,ff2ebe2e2bd1
DT-GSK.docx,paragraph,The D=30 third place is disclosed as this suite’s counterpar,PASS,alnum-containment,,,b53352413cc0
DT-GSK.docx,paragraph,"Against the original GSK, DT-GSK records Holm-significant wi",PASS,alnum-containment,,,14fd0ceec516
DT-GSK.docx,paragraph,The dimension profile of these outcomes mirrors the primary ,PASS,alnum-containment,,,6349da47206c
DT-GSK.docx,paragraph,Because these results come from the same protocol and pairin,PASS,alnum-containment,,,49b63af0f3c6
DT-GSK.docx,paragraph,CEC2020 is the one suite in this study whose entire analysis,PASS,alnum-containment,,,6647441182de
DT-GSK.docx,paragraph,The protocol is the registered one of Table 13: 10 functions,PASS,alnum-containment,,,c11277703ff6
DT-GSK.docx,paragraph,On AGSK’s strongest suite — the CEC2020 competition in which,PASS,alnum-containment,,,6419b957d64f
DT-GSK.docx,paragraph,The descriptive across-dimension aggregate (the unweighted m,PASS,alnum-containment,,,c3cd2a94e1a3
DT-GSK.docx,paragraph,"Per dimension, the Friedman–Iman–Davenport omnibus separates",PASS,alnum-containment,,,fa84757d54eb
DT-GSK.docx,paragraph,"In the registered across-function pairwise layer, DT-GSK is ",PASS,alnum-containment,,,3489c18d9e18
DT-GSK.docx,paragraph,This fourth place is the boundary finding that the registere,PASS,alnum-containment,,,cb5722a36d90
DT-GSK.docx,paragraph,One conflict adjacency accompanies every interpretation of t,PASS,alnum-containment,,,9d3b210fe316
DT-GSK.docx,paragraph,The CEC2013LSGO analysis in this paper is family-internal: i,PASS,alnum-containment,,,0e934c09950d
DT-GSK.docx,paragraph,The suite’s evidential tier is disclosed rather than implied,PASS,alnum-containment,,,8756a1edeb1b
DT-GSK.docx,paragraph,"Descriptively, DT-GSK and AGSK share the best family mean ra",PASS,alnum-containment,,,0734f93afe21
DT-GSK.docx,paragraph,The registered paired layers resolve the standing: across fu,PASS,alnum-containment,,,91ad77ccff87
DT-GSK.docx,paragraph,"At run level the picture is regular in both directions, and ",PASS,alnum-containment,,,051fd6ed388d
DT-GSK.docx,paragraph,The effect layer bars any superiority reading against ATMALS,PASS,alnum-containment,,,9d3d63a18717
DT-GSK.docx,paragraph,The one DT-GSK-specific configuration addition on this suite,PASS,alnum-containment,,,70633245a1e5
DT-GSK.docx,paragraph,Figures 6 and 7 show family-overlay convergence curves on CE,PASS,alnum-containment,,,a7107051e509
DT-GSK.docx,paragraph,Every curve is the per-checkpoint mean error across all 51 r,PASS,alnum-containment,,,600c55b63fb1
DT-GSK.docx,paragraph,The unfavorable case is discussed rather than skipped. On F2,PASS,alnum-containment,,,3d5a36eb5eba
DT-GSK.docx,paragraph,The measured pattern at this cell is thus consistent mid-lev,PASS,alnum-containment,,,fc601e2f39a7
DT-GSK.docx,paragraph,At D=100 the same function is a comparable case: DT-GSK’s fi,PASS,alnum-containment,,,6bc694b6130c
DT-GSK.docx,paragraph,Table 19 reports DT-GSK’s measured per-run wall-clock time o,PASS,alnum-containment,,,04303eec6b57
DT-GSK.docx,paragraph,"DT-GSK’s per-run time scales with dimension, from 4.93 s at ",PASS,alnum-containment,,,329aa6fd045e
DT-GSK.docx,paragraph,"Three deserve explicit statement. First, the strongest measu",PASS,alnum-containment,,,c4b7abecd08d
DT-GSK.docx,paragraph,The class-wise reading of Section 4.2.1 is that DT-GSK’s sta,PASS,alnum-containment,,,2a9262276a45
DT-GSK.docx,paragraph,This distribution is consistent with the design intent of bl,PASS,alnum-containment,,,bbb9c75c0172
DT-GSK.docx,paragraph,"The rank-versus-dimension trend (2.88, 2.50, 2.21, 2.34; plo",PASS,alnum-containment,,,50f62576a851
DT-GSK.docx,paragraph,The upper-tier (D≥50) behavior (Figures 7 and 4; Table 14) a,PASS,alnum-containment,,,c7ed4c4685bd
DT-GSK.docx,paragraph,"Across the 24 Holm-corrected CEC2017 cells, DT-GSK records 1",PASS,alnum-containment,,,4ab34bc1638e
DT-GSK.docx,paragraph,"On CEC2011, the aggregate is two significant wins, three wit",PASS,alnum-containment,,,f63b65ef150c
DT-GSK.docx,paragraph,"On CEC2013, the overall first place (2.80) coexists with a D",PASS,alnum-containment,,,c1be20302fe8
DT-GSK.docx,paragraph,"On CEC2020, the across-function tally is three Holm-signific",PASS,alnum-containment,,,728f28852fa7
DT-GSK.docx,paragraph,"On CEC2013LSGO, the across-function paired layer separates n",PASS,alnum-containment,,,e98619e6a666
DT-GSK.docx,paragraph,"Taken together, the evidence supports one calibrated stateme",PASS,alnum-containment,,,af7d5955d0fe
DT-GSK.docx,paragraph,These rank statements carry the robustness qualification of ,PASS,alnum-containment,,,53c9fc884504
DT-GSK.docx,paragraph,"Consistent with no-free-lunch considerations, none of these ",PASS,alnum-containment,,,8309053b3a2d
DT-GSK.docx,paragraph,"This paper introduced DT-GSK, a GSK-family algorithm that re",PASS,alnum-containment,,,cd783e5fb46d
DT-GSK.docx,paragraph,The empirical findings are panel-scoped and dimension-resolv,PASS,alnum-containment,,,0309c217f62c
DT-GSK.docx,paragraph,No parameter-sensitivity study was performed: the tier const,PASS,alnum-containment,,,5b162f213414
DT-GSK.docx,paragraph,Component-level evidence anchors the mechanisms and frames t,PASS,alnum-containment,,,76573c022169
DT-GSK.docx,paragraph,And evaluation beyond the family — non-GSK baselines under t,PASS,alnum-containment,,,916560cede01
DT-GSK.docx,paragraph,The following supporting information accompanies this articl,PASS,alnum-containment,,,0acf820e53de
DT-GSK.docx,paragraph,"Conceptualization, M.E.M.; methodology, M.E.M. and A.W.M.; s",PASS,alnum-containment,,,df07128d603f
DT-GSK.docx,paragraph,This research received no external funding.,PASS,alnum-containment,,,f0a8acde1574
DT-GSK.docx,paragraph,Institutional Review Board Statement: Not applicable.,PASS,alnum-containment,,,e347cc3a4a40
DT-GSK.docx,paragraph,Informed Consent Statement: Not applicable.,PASS,alnum-containment,,,89bd59ac9b67
DT-GSK.docx,paragraph,"Data Availability Statement: The DT-GSK implementation, the ",PASS,alnum-containment,,,18bc65116029
DT-GSK.docx,paragraph,"All CEC2017, CEC2011 and CEC2013 values derive from the sing",PASS,alnum-containment,,,111e52c3b519
DT-GSK.docx,paragraph,Use of Generative Artificial Intelligence: During the prepar,PASS,alnum-containment,,,26c2dac56037
DT-GSK.docx,paragraph,"During the preparation of this manuscript, the authors used ",PASS,alnum-containment,,,1bab7048f69b
DT-GSK.docx,paragraph,Author A.W.M. is the originator of the baseline Gaining-Shar,PASS,alnum-containment,,,761faa696df0
DT-GSK.docx,paragraph,The following abbreviations are used in this manuscript:,PASS,alnum-containment,,,91e377da31c0
DT-GSK.docx,citation_keys,44 distinct keys in 102 fields,PASS,set-equality vs canonical \cite inventory,,,1930313bcbf7
DT-GSK.docx,citation_numbers,102 CITATION fields,PASS,cached [n] recomputed from frozen .aux,,,
DT-GSK.docx,citation_pdf_render,102/102 cached strings found in PDF,PASS,squash-containment,,,
DT-GSK.docx,bibliography_inventory,44 entries,PASS,count vs frozen .aux/.bbl,expected 44,,
DT-GSK.docx,bibliography_entry,"[1] 1.  Awad, N.H.; Ali, M.Z.; Liang, J.J.; Qu, B.Y.; ",PASS,alnum-containment,,,405f09add714
DT-GSK.docx,bibliography_entry,"[2] 2.  Das, S.; Suganthan, P.N. Problem Definitions a",PASS,alnum-containment,,,c741117bc9bb
DT-GSK.docx,bibliography_entry,"[3] 3.  Hussain, K.; Mohd Salleh, M.N.; Cheng, S.; Shi",PASS,alnum-containment,,,d380d139de3f
DT-GSK.docx,bibliography_entry,"[4] 4.  Del Ser, J.; Osaba, E.; Molina, D.; Yang, X.S.",PASS,alnum-containment,,,e46cbfd8075b
DT-GSK.docx,bibliography_entry,"[5] 5.  Mohamed, A.W.; Hadi, A.A.; Mohamed, A.K. Gaini",PASS,alnum-containment,,,491370113f6d
DT-GSK.docx,bibliography_entry,"[6] 6.  Mohamed, A.W.; Hadi, A.A.; Mohamed, A.K.; Awad",PASS,alnum-containment,,,83e6dfad2475
DT-GSK.docx,bibliography_entry,"[7] 7.  Mohamed, A.W.; Abutarboush, H.F.; Hadi, A.A.; ",PASS,alnum-containment,,,faed85350a2f
DT-GSK.docx,bibliography_entry,"[8] 8.  Bakır, H.; Duman, S.; Guvenc, U.; Kahraman, H.",PASS,alnum-containment,,,f6ddd487367c
DT-GSK.docx,bibliography_entry,"[9] 9.  Jawad, M.A.; Roshdy, H.S.M.; Mohamed, A.W. Enh",PASS,alnum-containment,,,4b651442bf34
DT-GSK.docx,bibliography_entry,"[10] 10.  Alfadli, N.M.; Oun, E.M.; Mohamed, A.W. Auto-",PASS,alnum-containment,,,d30fffa3157d
DT-GSK.docx,bibliography_entry,"[11] 11.  Tanabe, R.; Fukunaga, A.S. Improving the Sear",PASS,alnum-containment,,,d9aab0c96947
DT-GSK.docx,bibliography_entry,"[12] 12.  Xie, L.; Wang, Y.; Tang, S.; Li, Y.; Zhang, Z",PASS,alnum-containment,,,1c25711b3331
DT-GSK.docx,bibliography_entry,"[13] 13.  Liang, Z.; Wang, Z. Enhancing Population Dive",PASS,alnum-containment,,,475b4a4f9fb2
DT-GSK.docx,bibliography_entry,"[14] 14.  Jalali, S.M.J.; Ahmadian, M.; Ahmadian, S.; K",PASS,alnum-containment,,,d5430236a9b5
DT-GSK.docx,bibliography_entry,"[15] 15.  Pan, J.S.; Liu, L.F.; Chu, S.C.; Song, P.C.; ",PASS,alnum-containment,,,ed61bd937801
DT-GSK.docx,bibliography_entry,"[16] 16.  Nomer, H.A.A.; Mohamed, A.W.; Yousef, A.H. GS",PASS,alnum-containment,,,c1ac3cf22941
DT-GSK.docx,bibliography_entry,"[17] 17.  Zhong, X.; Duan, M.; Zhang, X.; Cheng, P. A H",PASS,alnum-containment,,,add8f479638a
DT-GSK.docx,bibliography_entry,"[18] 18.  Liang, Z.; Shu, T.; Ding, Z. A Novel Improved",PASS,alnum-containment,,,8c0e6f7f143d
DT-GSK.docx,bibliography_entry,"[19] 19.  Chalabi, N.E.; Attia, A.; Alnowibet, K.A.; Za",PASS,alnum-containment,,,4d63a1ea950e
DT-GSK.docx,bibliography_entry,"[20] 20.  Ma, H.; Zhang, J.; Wei, W.; Cheng, W.; Liu, Q",PASS,alnum-containment,,,5e126d188b81
DT-GSK.docx,bibliography_entry,"[21] 21.  Tanabe, R.; Fukunaga, A. Success-History Base",PASS,alnum-containment,,,ef414a88724a
DT-GSK.docx,bibliography_entry,"[22] 22.  Omidvar, M.N.; Li, X.; Mei, Y.; Yao, X. Coope",PASS,alnum-containment,,,41ef8f2e3d9e
DT-GSK.docx,bibliography_entry,"[23] 23.  Hansen, N.; Ostermeier, A. Completely Derando",PASS,alnum-containment,,,7e4290bb5262
DT-GSK.docx,bibliography_entry,"[24] 24.  Guo, S.M.; Yang, C.C. Enhancing Differential ",PASS,alnum-containment,,,cddac5a932fb
DT-GSK.docx,bibliography_entry,"[25] 25.  Da Costa, L.; Fialho, Á.; Schoenauer, M.; Seb",PASS,alnum-containment,,,20199217f5cc
DT-GSK.docx,bibliography_entry,"[26] 26.  Auer, P.; Cesa-Bianchi, N.; Fischer, P. Finit",PASS,alnum-containment,,,348ce3137411
DT-GSK.docx,bibliography_entry,"[27] 27.  Kolda, T.G.; Lewis, R.M.; Torczon, V. Optimiz",PASS,alnum-containment,,,f5ec07173225
DT-GSK.docx,bibliography_entry,"[28] 28.  Nelder, J.A.; Mead, R. A Simplex Method for F",PASS,alnum-containment,,,11d5eeb586c7
DT-GSK.docx,bibliography_entry,"[29] 29.  Zhang, J.; Sanderson, A.C. JADE: Adaptive Dif",PASS,alnum-containment,,,67987c1b18b8
DT-GSK.docx,bibliography_entry,"[30] 30.  Storn, R.; Price, K. Differential Evolution –",PASS,alnum-containment,,,defbfeebeef1
DT-GSK.docx,bibliography_entry,"[31] 31.  Gao, F.; Han, L. Implementing the Nelder-Mead",PASS,alnum-containment,,,c22c7c4eed32
DT-GSK.docx,bibliography_entry,"[32] 32.  Liang, J.J.; Qu, B.Y.; Suganthan, P.N.; Herná",PASS,alnum-containment,,,ce9454bb9440
DT-GSK.docx,bibliography_entry,"[33] 33.  Yue, C.T.; Price, K.V.; Suganthan, P.N.; Lian",PASS,alnum-containment,,,ab9f22fcd5c3
DT-GSK.docx,bibliography_entry,"[34] 34.  Li, X.; Tang, K.; Omidvar, M.N.; Yang, Z.; Qi",PASS,alnum-containment,,,81ce17f45fef
DT-GSK.docx,bibliography_entry,"[35] 35.  Wilcoxon, F. Individual Comparisons by Rankin",PASS,alnum-containment,,,adfa75ad4290
DT-GSK.docx,bibliography_entry,"[36] 36.  Holm, S. A Simple Sequentially Rejective Mult",PASS,alnum-containment,,,392c5c6454c2
DT-GSK.docx,bibliography_entry,"[37] 37.  Vargha, A.; Delaney, H.D. A Critique and Impr",PASS,alnum-containment,,,f07f882b95dd
DT-GSK.docx,bibliography_entry,"[38] 38.  Friedman, M. The Use of Ranks to Avoid the As",PASS,alnum-containment,,,3ff33a1dbba6
DT-GSK.docx,bibliography_entry,"[39] 39.  Demšar, J. Statistical Comparisons of Classif",PASS,alnum-containment,,,c7da752fde4f
DT-GSK.docx,bibliography_entry,"[40] 40.  Efron, B.; Tibshirani, R.J. An Introduction t",PASS,alnum-containment,,,a6ff059efb23
DT-GSK.docx,bibliography_entry,"[41] 41.  Benjamini, Y.; Hochberg, Y. Controlling the F",PASS,alnum-containment,,,d9a8d50610ff
DT-GSK.docx,bibliography_entry,"[42] 42.  Molina, D.; LaTorre, A.; Herrera, F. SHADE wi",PASS,alnum-containment,,,5f79b122a27c
DT-GSK.docx,bibliography_entry,"[43] 43.  LaTorre, A.; Muelas, S.; Peña, J.M. Large Sca",PASS,alnum-containment,,,37d13e28794f
DT-GSK.docx,bibliography_entry,"[44] 44.  Wolpert, D.H.; Macready, W.G. No Free Lunch T",PASS,alnum-containment,,,d453392b9f83
DT-GSK.docx,toc,Contents (native TOC field),PASS_FORMAT_DIFF,inventory,,TOC exists only in DOCX (update-on-open); PDF (MDPI submission layout) carries none,
DT-GSK.docx,heading_number_typography,N<tab>Title vs 'N. Title',PASS_FORMAT_DIFF,recorded convention,,Word heading tab after cached number; MDPI PDF uses 'N.',
DT-GSK.docx,table_value_precision,native tables (word_sources exact precision),PASS_FORMAT_DIFF,recorded convention,,DOCX renders full semantic precision (e.g. 2.879310); PDF renders display-rounded (2.88); values equal at display precision (checked),
DT-GSK.pdf,no_ablation_scan,extracted PDF text,PASS,token scan (main: zero ablation content),tokens=[] s6=absent,,
supplementary.docx,heading,S1. Complete CEC2017 Per-Function Panel Tables,PASS,pdf-outline-match,,,edfeb807c77f
supplementary.docx,heading,S2. Pairwise Matrices and Additional-Suite Detail,PASS,pdf-outline-match,,,6adf8450cd07
supplementary.docx,heading,S2.1. CEC2017 Head-to-Head Detail: DT-GSK vs. GSK,PASS,pdf-outline-match,,,b207aebcdb2f
supplementary.docx,heading,S2.2. CEC2011 Detail,PASS,pdf-outline-match,,,0e91bb0e395c
supplementary.docx,heading,S2.3. CEC2013 Second Comparison Suite Detail,PASS,pdf-outline-match,,,cd5112c444ab
supplementary.docx,heading,S2.4. Descriptive Bootstrap Rank-Stability Intervals on the CEC2017 Fr,PASS,pdf-outline-match,,,f7e41f40005d
supplementary.docx,heading,S2.5. Post-hoc Robustness: Endpoint Choice and Randomization Inference,PASS,pdf-outline-match,,,8e846dba4af2
supplementary.docx,heading_runin,Endpoint invariance.,PASS,pdf-text-containment,,,a7d4a2d60bb8
supplementary.docx,heading_runin,Monte Carlo sign-flip inference.,PASS,pdf-text-containment,,,bad43beb61d7
supplementary.docx,heading,S2.6. Additional CEC2017 Rank Views: Overall Bars and Dimension Trend,PASS,pdf-outline-match,,,67fd546b08b0
supplementary.docx,heading,S3. Convergence Figure Sets,PASS,pdf-outline-match,,,fb28119e0f79
supplementary.docx,heading,S3.1. CEC2017: All 29 Functions at Each Dimension,PASS,pdf-outline-match,,,009505130b23
supplementary.docx,heading,S3.2. CEC2011: All 22 Real-World Problems,PASS,pdf-outline-match,,,53b98510473b
supplementary.docx,heading,S3.3. CEC2013 Second Comparison Suite: All 28 Functions at D=30,PASS,pdf-outline-match,,,e5eb5cb2aac0
supplementary.docx,heading,S4. Population-Schedule Visualization and Diagnostic Availability,PASS,pdf-outline-match,,,7469d2565ae3
supplementary.docx,heading,S5. Reproducibility Appendix,PASS,pdf-outline-match,,,312a3800bc16
supplementary.docx,heading,S5.1. Seed Schedule and Pairing,PASS,pdf-outline-match,,,d12a17eb3ddb
supplementary.docx,heading,S5.2. Frozen Configuration and Freeze Manifest,PASS,pdf-outline-match,,,764a48421cff
supplementary.docx,heading,S5.3. Configuration Selection and Development Protocol,PASS,pdf-outline-match,,,fc4f1de7105d
supplementary.docx,heading,S5.4. Limitations in Full,PASS,pdf-outline-match,,,330d1156d6fc
supplementary.docx,heading_runin,Limitations.,PASS,pdf-text-containment,,,a7c04c64ed3f
supplementary.docx,heading,S5.5. Sensitivity of the Win/Tie/Loss Tally to the Tie Band,PASS,pdf-outline-match,,,25b194f8647c
supplementary.docx,heading,S5.6. Legacy Identifiers,PASS,pdf-outline-match,,,4247f9beecf3
supplementary.docx,heading,S5.7. Acronyms,PASS,pdf-outline-match,,,116672ae6ceb
supplementary.docx,heading,S5.8. Frozen Parameters: Per-Subsystem Detail,PASS,pdf-outline-match,,,5352fce02e29
supplementary.docx,heading,S5.9. Complete Operator Specification,PASS,pdf-outline-match,,,a9a2dc33b75e
supplementary.docx,heading_runin,Knowledge-construction arms of ACE (main-text Equation (7)).,PASS,pdf-text-containment,,,bcfa85b2f0a4
supplementary.docx,heading_runin,ACE/ARGP operating cycle (per generation).,PASS,pdf-text-containment,,,87b11ab556b4
supplementary.docx,heading_runin,Interaction-graph update (refinement of main-text Equation (11)).,PASS,pdf-text-containment,,,eb8c0e698c0a
supplementary.docx,heading_runin,Graph-to-block extraction and readiness.,PASS,pdf-text-containment,,,1fba4b53a3d5
supplementary.docx,heading_runin,Eigenframe polish (main-text Equation (12)) and residual constants.,PASS,pdf-text-containment,,,bd2468db05de
supplementary.docx,heading_runin,"Junior/senior partition, crossover mask, and coverage floor (main-text",PASS,pdf-text-containment,,,d973e1852139
supplementary.docx,heading_runin,Senior widening and the differential-evolution trial.,PASS,pdf-text-containment,,,a01841075ed5
supplementary.docx,heading_runin,Arm retirement and recovery.,PASS,pdf-text-containment,,,14c2d4d4048f
supplementary.docx,heading_runin,"Budget-safe escape (main-text Equation (10)), full trajectory.",PASS,pdf-text-containment,,,01d26123f565
supplementary.docx,heading_runin,Charged coordinate local search.,PASS,pdf-text-containment,,,306da4b3fd35
supplementary.docx,heading_runin,Scale-dependent late-stage guards.,PASS,pdf-text-containment,,,39b5df3c490d
supplementary.docx,heading_runin,Population-size floor and callback coupling.,PASS,pdf-text-containment,,,d03f1c34b382
supplementary.docx,heading,"S5.10. Evidence Release, Checksums, and Promotion Pipeline",PASS,pdf-outline-match,,,9c666b31bc43
supplementary.docx,heading,S6. Component-Contribution Study: Scaffold Remove-One Ablation,PASS,pdf-outline-match,,,0fb38ff55f7d
supplementary.docx,heading,S6.1. Remove-One Design,PASS,pdf-outline-match,,,f3a0ac4206a8
supplementary.docx,heading_runin,Scope: ISM is off in every cell.,PASS,pdf-text-containment,,,931220cd0146
supplementary.docx,heading_runin,Mandatory coupling and exclusion disclosures.,PASS,pdf-text-containment,,,8efbe9d612e7
supplementary.docx,heading,S6.2. Statistical Treatment,PASS,pdf-outline-match,,,ba1a2c71e790
supplementary.docx,heading_runin,Interpretation boundary.,PASS,pdf-text-containment,,,2d2936476594
supplementary.docx,heading,"S6.3. Findings (Conditional, ISM Off)",PASS,pdf-outline-match,,,95de577a907e
supplementary.docx,heading,S6.4. What This Study Does Not Establish,PASS,pdf-outline-match,,,ef0c3c0ae51f
supplementary.docx,heading,S6.5. ISM-Overlay Isolation: Direct Component Study,PASS,pdf-outline-match,,,a2ca7240436f
supplementary.docx,heading,S6.6. Conditional-Benefit Analysis by Function Class (Post-Hoc),PASS,pdf-outline-match,,,fe6669432be9
supplementary.docx,heading,S6.7. Implementation Caveats: Two Corrected Defects and Their Evidence,PASS,pdf-outline-match,,,3833fba87b28
supplementary.docx,heading_runin,The interaction graph’s compiled kernels were silently disabled in the,PASS,pdf-text-containment,,,a944ac152150
supplementary.docx,heading_runin,The final polish previously refined a one-generation-stale incumbent.,PASS,pdf-text-containment,,,cb7a28e121a8
supplementary.docx,heading,S7. CEC2013LSGO Large-Scale Suite,PASS,pdf-outline-match,,,62bcda79bb3e
supplementary.docx,heading,"S7.1. Protocol, Evidential Tiers, and Scope",PASS,pdf-outline-match,,,dcc54ede2f1d
supplementary.docx,heading,S7.2. Configuration Provenance on This Suite,PASS,pdf-outline-match,,,c7642138ccf9
supplementary.docx,heading,S7.3. Family Friedman and Nemenyi View (Descriptive After Inspection),PASS,pdf-outline-match,,,5f7f9dbe06c9
supplementary.docx,heading,"S7.4. Across-Function Wilcoxon (Supporting, With Disclosure)",PASS,pdf-outline-match,,,4ab50ab6b407
supplementary.docx,heading,S7.5. Run-Level Paired Wilcoxon (Registered Confirmatory Layer),PASS,pdf-outline-match,,,2b20ec2b3d0e
supplementary.docx,heading,S7.6. Effect Sizes,PASS,pdf-outline-match,,,2abcbd54b3fc
supplementary.docx,heading,S7.7. Per-Function Detail,PASS,pdf-outline-match,,,dce28e0efee9
supplementary.docx,heading,S8. CEC2020 Bound-Constrained Suite,PASS,pdf-outline-match,,,a311e93d2769
supplementary.docx,heading_runin,Declared adjacency.,PASS,pdf-text-containment,,,b6c3bd868528
supplementary.docx,heading_runin,Interim-inspection ledger.,PASS,pdf-text-containment,,,3b7192985a8a
supplementary.docx,heading,S8.1. Descriptive Standing,PASS,pdf-outline-match,,,db5144df6023
supplementary.docx,heading,S8.2. Omnibus Tests by Dimension,PASS,pdf-outline-match,,,07fe2e42e1ef
supplementary.docx,heading,S8.3. Pairwise Comparisons Against DT-GSK,PASS,pdf-outline-match,,,6b31e6d268ad
supplementary.docx,heading,S8.4. Effect Sizes,PASS,pdf-outline-match,,,2abcbd54b3fc
supplementary.docx,heading,S8.5. Robustness,PASS,pdf-outline-match,,,8aa709faedc9
supplementary.docx,heading,S8.6. Per-Function Detail,PASS,pdf-outline-match,,,dce28e0efee9
supplementary.docx,heading,References,PASS,pdf-outline-match,,,5d20d0fee3b9
supplementary.docx,heading_inventory,48 numbered headings,PASS,outline-coverage,"48 PDF outline entries, 46 matched",,
supplementary.docx,caption,Table A1.  CEC2017 scored-function inventory: class and known optimal ,PASS,alnum-containment,,,a3d0143a99ee
supplementary.docx,caption,Table A2.  CEC2017 at D=10: mean ± SD of the final error over 51 runs ,PASS,alnum-containment,,,e20b5ff1b72e
supplementary.docx,caption,Table A3.  CEC2017 at D=30: mean ± SD of the final error over 51 runs ,PASS,alnum-containment,,,9242f9459f81
supplementary.docx,caption,Table A4.  CEC2017 at D=50: mean ± SD of the final error over 51 runs ,PASS,alnum-containment,,,c50a1493c2f6
supplementary.docx,caption,Table A5.  CEC2017 at D=100: mean ± SD of the final error over 51 runs,PASS,alnum-containment,,,4895f9973b4a
supplementary.docx,caption,"Table A6.  CEC2017 at D=10 (29 functions, 51 runs): best / median / wo",PASS,alnum-containment,,,271f8a157458
supplementary.docx,caption,"Table A7.  CEC2017 at D=30 (29 functions, 51 runs): best / median / wo",PASS,alnum-containment,,,7f3f828d21cd
supplementary.docx,caption,"Table A8.  CEC2017 at D=50 (29 functions, 51 runs): best / median / wo",PASS,alnum-containment,,,7d2cc8bc1734
supplementary.docx,caption,"Table A9.  CEC2017 at D=100 (29 functions, 51 runs): best / median / w",PASS,alnum-containment,,,fd78d3cd15d4
supplementary.docx,caption,"Table A10.  Across-problem Wilcoxon signed-rank summary, DT-GSK vs. GS",PASS,alnum-containment,,,2a49c68314db
supplementary.docx,caption,"Table A11.  CEC2011 real-world suite (22 problems, native dimensions, ",PASS,alnum-containment,,,53d9b1d490d0
supplementary.docx,caption,"Table A12.  CEC2013 second comparison suite at D=10 (28 functions, 51 ",PASS,alnum-containment,,,27d413791835
supplementary.docx,caption,"Table A13.  CEC2013 second comparison suite at D=30 (28 functions, 51 ",PASS,alnum-containment,,,ad0e62ddf5de
supplementary.docx,caption,"Table A14.  CEC2013 second comparison suite at D=50 (28 functions, 51 ",PASS,alnum-containment,,,e936f899dde9
supplementary.docx,caption,"Table A15.  Across-function Wilcoxon signed-rank summary, DT-GSK vs. G",PASS,alnum-containment,,,5594ba6bdbe3
supplementary.docx,caption,Table A16.  Complete across-function Wilcoxon–Holm matrix on the CEC20,PASS,alnum-containment,,,510f135d1120
supplementary.docx,caption,Table A17. 95% bootstrap BCa descriptive rank-stability intervals on t,PASS,alnum-containment,,,ce8bbe9b9155
supplementary.docx,caption,Figure B1.  Overall (dimension-aggregated) Friedman mean rank of the s,PASS,alnum-containment,,,89252d32590e
supplementary.docx,caption,Figure B2.  CEC2017 Friedman mean rank against problem dimension (D∈{1,PASS,alnum-containment,,,c1f9a60bfde0
supplementary.docx,caption,"Figure B3.  Family-overlay convergence on CEC2017 at D=10, functions F",PASS,alnum-containment,,,5ef42aca4cc2
supplementary.docx,caption,"Figure B4.  Family-overlay convergence on CEC2017 at D=10, functions F",PASS,alnum-containment,,,2e2a31859b80
supplementary.docx,caption,"Figure B5.  Family-overlay convergence on CEC2017 at D=10, functions F",PASS,alnum-containment,,,28f65a7986a7
