line_no,classification,requirement_id,note
1857,integrated,,continuation of R-1795
1858,integrated,,continuation of R-1795
1859,integrated,,continuation of R-1795
1860,nonoperative,,candidate figure family (guidance); 1780 restriction owned by R-1747
1861,nonoperative,,candidate figure family (guidance); 1780 restriction owned by R-1747
1862,nonoperative,,candidate figure family (guidance); 1780 restriction owned by R-1747
1863,nonoperative,,candidate figure family (guidance); 1780 restriction owned by R-1747
1865,integrated,R-1865,CR-0003: optional analysis figure families permitted only where the frozen exhibit plan justifies them from admissible evidence; decorative visuals never substitute for statistical analyses
1866,integrated,R-1865,continuation of R-1865
1867,integrated,R-1865,continuation of R-1865
1868,integrated,R-1865,continuation of R-1865
1869,integrated,R-1865,continuation of R-1865
1870,integrated,R-1865,continuation of R-1865
1871,integrated,R-1865,continuation of R-1865
1872,integrated,R-1865,continuation of R-1865
1873,integrated,R-1865,continuation of R-1865
1875,integrated,R-1782,
1877,integrated,R-1782,figure quality requirement of R-1782
1878,integrated,R-1878,figure quality requirement of R-1782; added by CR-0003 (R-1878: embedded fonts)
1879,integrated,R-1878,figure quality requirement of R-1782; added by CR-0003 (R-1878: stable deterministic filenames)
1880,integrated,R-1782,figure quality requirement of R-1782
1881,integrated,R-1782,figure quality requirement of R-1782
1882,integrated,R-1878,figure quality requirement of R-1782; added by CR-0003 (R-1878: consistent marker styles)
1883,integrated,R-1878,figure quality requirement of R-1782; added by CR-0003 (R-1878: consistent algorithm ordering in legends)
1884,integrated,R-1782,figure quality requirement of R-1782
1885,integrated,R-1782,figure quality requirement of R-1782
1886,integrated,R-1782,figure quality requirement of R-1782
1887,integrated,R-1782,figure quality requirement of R-1782
1888,integrated,R-1782,figure quality requirement of R-1782
1889,integrated,R-1782,figure quality requirement of R-1782
1890,integrated,R-1782,figure quality requirement of R-1782
1891,integrated,R-1782,figure quality requirement of R-1782
1892,integrated,R-1782,figure quality requirement of R-1782
1894,structural_heading,,
1896,integrated,R-1799,
1898,example_or_comment,,code fence delimiter
1899,example_or_comment,,"expected generator command, verify before use per R-1799"
1900,example_or_comment,,"expected generator command, verify before use per R-1799"
1901,example_or_comment,,"expected generator command, verify before use per R-1799"
1902,example_or_comment,,"expected generator command, verify before use per R-1799"
1903,example_or_comment,,"expected generator command, verify before use per R-1799"
1904,example_or_comment,,"expected generator command, verify before use per R-1799"
1905,example_or_comment,,"expected generator command, verify before use per R-1799"
1906,example_or_comment,,"expected generator command, verify before use per R-1799"
1907,example_or_comment,,"expected generator command, verify before use per R-1799"
1908,example_or_comment,,"expected generator command, verify before use per R-1799"
1909,example_or_comment,,"expected generator command, verify before use per R-1799"
1910,example_or_comment,,"expected generator command, verify before use per R-1799"
1911,example_or_comment,,"expected generator command, verify before use per R-1799"
1912,example_or_comment,,code fence delimiter
1914,integrated,R-1817,
1915,integrated,R-1817,
1916,integrated,R-1817,
1918,integrated,R-1843,CR-0001 tooling task: extend three per-suite convergence generators (or shared generate_family_convergence.py) to seven-curve family overlay before Phase 7 rendering
1919,integrated,,continuation of R-1843
1920,integrated,,continuation of R-1843
1921,integrated,,continuation of R-1843
1922,integrated,,continuation of R-1843
1923,integrated,,continuation of R-1843
1924,integrated,,continuation of R-1843
1925,integrated,,continuation of R-1843
1926,integrated,,continuation of R-1843
1927,integrated,R-1852,CR-0001: Phase 7 validation asserts exactly seven series per rendered panel or disclosed caption-level absence note
1928,integrated,,continuation of R-1852
1929,integrated,,continuation of R-1852
1931,integrated,R-1821,
1932,integrated,R-1821,
1933,integrated,R-1821,
1934,integrated,R-1821,
1935,integrated,R-1821,
1936,integrated,R-1821,
1937,integrated,R-1821,
1939,integrated,R-1829,
1940,integrated,R-1829,
1941,integrated,R-1829,
1942,integrated,R-1829,
1943,integrated,R-1829,
1944,integrated,R-1829,
1945,integrated,R-1829,
1946,integrated,R-1829,
1947,integrated,R-1829,
1948,integrated,R-1829,
1950,structural_heading,,
1952,integrated,R-1842,
1953,integrated,R-1842,
1955,integrated,R-1842,required supplement content of R-1842
1956,integrated,R-1842,required supplement content of R-1842
1957,integrated,R-1842,"required supplement content of R-1842; reworded by CR-0001, extended by CR-0003"
1958,integrated,R-1842,"required supplement content of R-1842; reworded by CR-0001, extended by CR-0003"
1959,integrated,R-1842,"required supplement content of R-1842; reworded by CR-0001, extended by CR-0003"
1960,integrated,R-1960-CR0003,"CR-0003: supplement carries the complete per-function convergence collection, all seven curves per figure, consistent ordering/styling, navigable organization"
1961,integrated,R-1960-CR0003,continuation of R-1960-CR0003
1962,integrated,R-1960-CR0003,continuation of R-1960-CR0003
1963,integrated,R-1960-CR0003,continuation of R-1960-CR0003
1964,integrated,R-1960-CR0003,continuation of R-1960-CR0003 (vector PDF primary; high-resolution PNG alternates where the journal requires)
1965,integrated,R-1842,required supplement content of R-1842
1966,integrated,R-1842,required supplement content of R-1842
1967,integrated,R-1842,required supplement content of R-1842
1968,integrated,R-1842,required supplement content of R-1842
1969,integrated,R-1842,required supplement content of R-1842
1970,integrated,R-1842,required supplement content of R-1842
1972,integrated,R-1857,
1973,integrated,R-1857,
1974,integrated,R-1857,
1975,integrated,R-1857,
1976,integrated,R-1857,
1977,integrated,R-1857,
1978,integrated,R-1857,
1979,integrated,R-1857,
1981,integrated,R-1866,
1983,integrated,R-1866,bounding guard of R-1866
1984,integrated,R-1866,bounding guard of R-1866
1985,integrated,R-1866,bounding guard of R-1866
1986,integrated,R-1866,bounding guard of R-1866
1987,integrated,R-1866,bounding guard of R-1866
1988,integrated,R-1866,bounding guard of R-1866
1990,structural_heading,,
1992,integrated,R-1877,
1993,integrated,R-1877,
1995,integrated,R-1877,section-architecture item of R-1877
1996,integrated,R-1877,section-architecture item of R-1877
1997,integrated,R-1877,section-architecture item of R-1877
1998,integrated,R-1877,section-architecture item of R-1877
1999,integrated,R-1877,section-architecture item of R-1877
2000,integrated,R-1877,section-architecture item of R-1877
2001,integrated,R-1877,section-architecture item of R-1877
2002,integrated,R-1877,section-architecture item of R-1877
2003,integrated,R-1877,section-architecture item of R-1877
2004,integrated,R-1877,section-architecture item of R-1877
2005,integrated,R-1877,section-architecture item of R-1877
2006,integrated,R-1877,section-architecture item of R-1877
2007,integrated,R-1877,section-architecture item of R-1877
2009,integrated,R-1894,
2011,integrated,R-1932,CR-0002: manuscript structure/presentation calibrated against named closed-corpus exemplars; reworded by CR-0003 to three exemplars (adds jawad2024egsk)
2012,integrated,,continuation of R-1932
2013,integrated,,continuation of R-1932
2015,integrated,,continuation of R-1932 (exemplar mohamed2020gaining)
2016,integrated,,continuation of R-1932 (exemplar mohamed2020gaining)
2017,integrated,,continuation of R-1932 (exemplar mohamed2020gaining)
2018,integrated,,continuation of R-1932 (exemplar alfadli2025atmals)
2019,integrated,,continuation of R-1932 (exemplar alfadli2025atmals)
2020,integrated,,continuation of R-1932 (exemplar alfadli2025atmals)
2021,integrated,,continuation of R-1932 (exemplar alfadli2025atmals)
2022,integrated,R-2022,"CR-0003: jawad2024egsk (eGSK) is the third named presentation exemplar; venue metadata follows the Phase 1 evidence card, never invented"
2023,integrated,R-2022,continuation of R-2022
2024,integrated,R-2022,continuation of R-2022
2025,integrated,R-2022,continuation of R-2022
2026,integrated,R-2022,continuation of R-2022
2028,nonoperative,,lead-in to CR-0002/CR-0003 requirement list; rules start at R-2030-CR0003
2030,integrated,R-2030-CR0003,CR-0003: Phase 4 task 12 performs a structured comparative review of all three exemplars (21 named dimensions) recorded in presentation_conventions.md; replaces the CR-0002 single-register extraction wording of R-1946
2031,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2032,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2033,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2034,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2035,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2036,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2037,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2038,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2039,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2040,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2041,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2042,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2043,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2044,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2045,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2046,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2047,integrated,R-2030-CR0003,continuation of R-2030-CR0003
2048,integrated,R-1954,CR-0002: register SHOULD add corpus-only best practices from other leading venue papers; never remembered/external style claims; lead-in reworded by CR-0003 ('Beyond the three named exemplars')
2049,integrated,,continuation of R-1954
2050,integrated,,continuation of R-1954
2051,integrated,,continuation of R-1954
2052,integrated,,continuation of R-1954
2053,integrated,,continuation of R-1954
2054,integrated,R-1960,CR-0002: manuscript plan maps every main-text section to exemplar convention or justified improvement; unjustified deviations fail Phase 10 editorial review
2055,integrated,,continuation of R-1960
2056,integrated,,continuation of R-1960
2057,integrated,,continuation of R-1960
2058,integrated,R-1964,"CR-0002: explicit quality bar enforced via Phase 10 exemplar-parity editorial check (Section 14 rubrics), not asserted"
2059,integrated,,continuation of R-1964
2060,integrated,,continuation of R-1964
2061,integrated,,continuation of R-1964
2062,integrated,,continuation of R-1964
2064,structural_heading,,
2066,integrated,R-1898,
2068,integrated,R-1898,title constraint of R-1898
2069,integrated,R-1898,title constraint of R-1898
2070,integrated,R-1898,title constraint of R-1898
2071,integrated,R-1898,title constraint of R-1898
2072,integrated,R-1898,title constraint of R-1898
2074,structural_heading,,
2076,integrated,R-1908,
2078,integrated,R-1910,
2080,integrated,R-1910,required abstract element of R-1910
2081,integrated,R-1910,required abstract element of R-1910
2082,integrated,R-1910,required abstract element of R-1910
2083,integrated,R-1910,required abstract element of R-1910
2084,integrated,R-1910,required abstract element of R-1910
2085,integrated,R-1910,required abstract element of R-1910
2086,integrated,R-1910,required abstract element of R-1910
2088,integrated,R-1920,
2089,integrated,R-1920,
2091,structural_heading,,
2093,integrated,R-1925,
2095,integrated,R-1925,required introduction element of R-1925
2096,integrated,R-1925,required introduction element of R-1925
2097,integrated,R-1925,required introduction element of R-1925
2098,integrated,R-1925,required introduction element of R-1925
2099,integrated,R-1925,required introduction element of R-1925
2100,integrated,R-1925,required introduction element of R-1925
2101,integrated,R-1925,required introduction element of R-1925
2103,integrated,R-1935,
2104,integrated,R-1935,
2105,integrated,R-1935,
2107,integrated,R-2107,CR-0003: explicit scientific narrative arc; introduction states research questions (Section 7.1) or hypotheses explicitly with evidence-based contributions
2108,integrated,R-2107,continuation of R-2107
2109,integrated,R-2107,continuation of R-2107
2110,integrated,R-2107,continuation of R-2107
2111,integrated,R-2107,continuation of R-2107
2112,integrated,R-2107,continuation of R-2107
2113,integrated,R-2107,continuation of R-2107
2114,integrated,R-2107,continuation of R-2107
2116,structural_heading,,
2118,integrated,R-1941,
2120,integrated,R-1941,related-work group of R-1941
2121,integrated,R-1941,related-work group of R-1941
2122,integrated,R-1941,related-work group of R-1941
2123,integrated,R-1941,related-work group of R-1941
2124,integrated,R-1941,related-work group of R-1941
2125,integrated,R-1941,related-work group of R-1941
2127,integrated,R-1950,
2128,integrated,R-1950,
2130,structural_heading,,
2132,integrated,R-1955,
2133,integrated,R-1955,
2134,integrated,R-1955,
2136,structural_heading,,
2138,integrated,R-1961,
2140,example_or_comment,,code fence delimiter
2141,integrated,R-1961,mandatory mechanism template of R-1961
2142,integrated,R-1961,mandatory mechanism template of R-1961
2143,example_or_comment,,code fence delimiter
2145,integrated,R-1968,
2146,integrated,R-1968,
2147,integrated,R-1968,
2149,structural_heading,,
2151,integrated,R-1974,
2153,integrated,R-1974,required setup statement of R-1974
2154,integrated,R-1974,required setup statement of R-1974
2155,integrated,R-1974,required setup statement of R-1974
2156,integrated,R-1974,required setup statement of R-1974
2157,integrated,R-1974,required setup statement of R-1974
2158,integrated,R-1974,required setup statement of R-1974
2159,integrated,R-1974,required setup statement of R-1974
2160,integrated,R-1974,required setup statement of R-1974
2161,integrated,R-1974,required setup statement of R-1974
2162,integrated,R-1974,required setup statement of R-1974
2163,integrated,R-1974,required setup statement of R-1974
2164,integrated,R-1974,required setup statement of R-1974
2165,integrated,R-1974,required setup statement of R-1974
2167,integrated,R-1990,
2168,integrated,R-1990,
2170,structural_heading,,
2172,nonoperative,,recommended (non-binding) ordering intro
2174,nonoperative,,recommended results order (guidance)
2175,nonoperative,,recommended results order (guidance)
2176,nonoperative,,recommended results order (guidance)
2177,nonoperative,,recommended results order (guidance)
2178,nonoperative,,recommended results order (guidance)
2179,nonoperative,,recommended results order (guidance)
2180,nonoperative,,recommended results order (guidance)
2181,nonoperative,,recommended results order (guidance)
2182,nonoperative,,recommended results order (guidance)
2184,integrated,R-2007,
2185,integrated,R-2007,
2186,integrated,R-2007,
2188,structural_heading,,
2190,integrated,R-2013,
2192,integrated,R-2013,required discussion topic of R-2013
2193,integrated,R-2013,required discussion topic of R-2013
2194,integrated,R-2013,required discussion topic of R-2013
2195,integrated,R-2013,required discussion topic of R-2013
2196,integrated,R-2013,required discussion topic of R-2013
2197,integrated,R-2013,required discussion topic of R-2013
2198,integrated,R-2013,required discussion topic of R-2013
2199,integrated,R-2013,required discussion topic of R-2013
2200,integrated,R-2013,required discussion topic of R-2013
2202,integrated,R-2025,
2203,integrated,R-2025,
2205,structural_heading,,
2207,integrated,R-2030,
2209,integrated,R-2030,required limitation topic of R-2030
2210,integrated,R-2030,required limitation topic of R-2030
2211,integrated,R-2030,required limitation topic of R-2030
2212,integrated,R-2030,required limitation topic of R-2030
2213,integrated,R-2030,required limitation topic of R-2030
2214,integrated,R-2030,required limitation topic of R-2030
2215,integrated,R-2030,required limitation topic of R-2030
2216,integrated,R-2030,required limitation topic of R-2030
2217,integrated,R-2030,required limitation topic of R-2030
2218,integrated,R-2030,required limitation topic of R-2030
2219,integrated,R-2030,required limitation topic of R-2030
2221,integrated,R-2044,
2223,structural_heading,,
2225,integrated,R-2048,
2226,integrated,R-2048,
2227,integrated,R-2048,
2228,integrated,R-2048,
2229,integrated,R-2048,
2231,structural_heading,,
2233,integrated,R-2056,
2235,integrated,R-2056,required declaration of R-2056
2236,integrated,R-2056,required declaration of R-2056
2237,integrated,R-2056,required declaration of R-2056
2238,integrated,R-2056,required declaration of R-2056
2239,integrated,R-2056,required declaration of R-2056
2240,integrated,R-2056,required declaration of R-2056
2241,integrated,R-2056,required declaration of R-2056
2242,integrated,R-2056,required declaration of R-2056
2244,structural_heading,,horizontal rule separator
2246,structural_heading,,
2248,structural_heading,,
2250,integrated,R-2073,
2251,integrated,R-2073,
2253,integrated,R-2076,
2255,integrated,R-2076,required registry of R-2076
2256,integrated,R-2076,required registry of R-2076
2257,integrated,R-2076,required registry of R-2076
2258,integrated,R-2076,required registry of R-2076
2259,integrated,R-2076,required registry of R-2076
2261,integrated,R-2084,
2262,integrated,R-2084,
2263,integrated,R-2084,
2264,integrated,R-2084,
2265,integrated,R-2084,
2267,integrated,R-2090,
2268,integrated,R-2090,
2270,structural_heading,,
2272,integrated,R-2095,
2273,integrated,R-2096,
2274,integrated,R-2097,
2275,integrated,R-2098,
2276,integrated,R-2098,
2277,integrated,R-2100,
2278,integrated,R-2101,
2279,integrated,R-2101,
2280,integrated,R-2103,
2281,integrated,R-2104,
2283,integrated,R-2106,
2285,example_or_comment,,code fence delimiter
2286,example_or_comment,,"expected build command, verify before use per R-2106"
2287,example_or_comment,,"expected build command, verify before use per R-2106"
2288,example_or_comment,,"expected build command, verify before use per R-2106"
2289,example_or_comment,,code fence delimiter
2291,structural_heading,,
2293,integrated,R-2116,
2294,integrated,R-2116,
2296,structural_heading,,
2298,integrated,R-2121,
2299,integrated,R-2121,
2301,integrated,R-2121,required OMML element of R-2121
2302,integrated,R-2121,required OMML element of R-2121
2303,integrated,R-2121,required OMML element of R-2121
2304,integrated,R-2121,required OMML element of R-2121
2305,integrated,R-2121,required OMML element of R-2121
2307,integrated,R-2130,
2308,integrated,R-2130,
2310,integrated,R-2133,
2312,integrated,R-2133,required DOCX proof of R-2133
2313,integrated,R-2133,required DOCX proof of R-2133
2314,integrated,R-2133,required DOCX proof of R-2133
2315,integrated,R-2133,required DOCX proof of R-2133
2316,integrated,R-2133,required DOCX proof of R-2133
2318,structural_heading,,
2320,integrated,R-2143,
2321,integrated,R-2143,
2322,integrated,R-2145,
2323,integrated,R-2146,
2324,integrated,R-2147,
2325,integrated,R-2148,
2326,integrated,R-2148,
2328,structural_heading,,
2330,integrated,R-2153,
2332,integrated,R-2153,native-table property of R-2153
2333,integrated,R-2153,native-table property of R-2153
2334,integrated,R-2153,native-table property of R-2153
2335,integrated,R-2153,native-table property of R-2153
2336,integrated,R-2153,native-table property of R-2153
2337,integrated,R-2153,native-table property of R-2153
2338,integrated,R-2153,native-table property of R-2153
2339,integrated,R-2153,native-table property of R-2153
2341,integrated,R-2164,
2342,integrated,R-2164,
2344,structural_heading,,
2346,integrated,R-2169,
2347,integrated,R-2169,
2348,integrated,R-2171,
2349,integrated,R-2171,
2350,integrated,R-2173,
2351,integrated,R-2174,
2352,integrated,R-2175,
2353,integrated,R-2176,
2355,structural_heading,,
2357,integrated,R-2180,
2358,integrated,R-2180,
2359,integrated,R-2180,
2361,integrated,R-2180,fallback condition of R-2180
2362,integrated,R-2180,fallback condition of R-2180
2363,integrated,R-2180,fallback condition of R-2180
2364,integrated,R-2180,fallback condition of R-2180
2365,integrated,R-2180,fallback condition of R-2180
2366,integrated,R-2180,fallback condition of R-2180
2368,structural_heading,,
2370,integrated,R-2193,
2372,integrated,R-2193,field-numbered object of R-2193
2373,integrated,R-2193,field-numbered object of R-2193
2374,integrated,R-2193,field-numbered object of R-2193
2375,integrated,R-2193,field-numbered object of R-2193
2376,integrated,R-2193,field-numbered object of R-2193
2377,integrated,R-2193,field-numbered object of R-2193
2379,integrated,R-2202,
2380,integrated,R-2202,
2382,structural_heading,,
2384,integrated,R-2207,
2386,integrated,R-2207,native updateable list of R-2207
2387,integrated,R-2207,native updateable list of R-2207
2388,integrated,R-2207,native updateable list of R-2207
2389,integrated,R-2207,native updateable list of R-2207
2390,integrated,R-2207,native updateable list of R-2207
2392,integrated,R-2215,
2393,integrated,R-2215,
2395,structural_heading,,
2397,integrated,R-2220,
2398,integrated,R-2220,
2400,integrated,R-2220,compliant citation approach of R-2220
2401,integrated,R-2220,compliant citation approach of R-2220
2402,integrated,R-2220,compliant citation approach of R-2220
2403,integrated,R-2220,compliant citation approach of R-2220
2405,integrated,R-2228,
2406,integrated,R-2228,
2408,integrated,R-2228,pipeline verification item of R-2228
2409,integrated,R-2228,pipeline verification item of R-2228
2410,integrated,R-2228,pipeline verification item of R-2228
2411,integrated,R-2228,pipeline verification item of R-2228
2412,integrated,R-2228,pipeline verification item of R-2228
2413,integrated,R-2228,pipeline verification item of R-2228
2415,structural_heading,,
2417,integrated,R-2240,
2419,example_or_comment,,code fence delimiter
2420,integrated,R-2240,mandatory OOXML report item of R-2240
2421,integrated,R-2240,mandatory OOXML report item of R-2240
2422,integrated,R-2240,mandatory OOXML report item of R-2240
2423,integrated,R-2240,mandatory OOXML report item of R-2240
2424,integrated,R-2240,mandatory OOXML report item of R-2240
2425,integrated,R-2240,mandatory OOXML report item of R-2240
2426,integrated,R-2240,mandatory OOXML report item of R-2240
2427,integrated,R-2240,mandatory OOXML report item of R-2240
2428,integrated,R-2240,mandatory OOXML report item of R-2240
2429,integrated,R-2240,mandatory OOXML report item of R-2240
2430,integrated,R-2240,mandatory OOXML report item of R-2240
2431,integrated,R-2240,mandatory OOXML report item of R-2240
2432,integrated,R-2240,mandatory OOXML report item of R-2240
2433,integrated,R-2240,mandatory OOXML report item of R-2240
2434,integrated,R-2240,mandatory OOXML report item of R-2240
2435,example_or_comment,,code fence delimiter
2437,integrated,R-2260,
2438,integrated,R-2260,
2439,integrated,R-2260,
2441,structural_heading,,
2443,integrated,R-2266,
2444,integrated,R-2266,
2446,integrated,R-2266,cross-format agreement item of R-2266
2447,integrated,R-2266,cross-format agreement item of R-2266
2448,integrated,R-2266,cross-format agreement item of R-2266
2449,integrated,R-2266,cross-format agreement item of R-2266
2450,integrated,R-2266,cross-format agreement item of R-2266
2451,integrated,R-2266,cross-format agreement item of R-2266
2452,integrated,R-2266,cross-format agreement item of R-2266
2453,integrated,R-2266,cross-format agreement item of R-2266
2454,integrated,R-2266,cross-format agreement item of R-2266
2455,integrated,R-2266,cross-format agreement item of R-2266
2456,integrated,R-2266,cross-format agreement item of R-2266
2457,integrated,R-2266,cross-format agreement item of R-2266
2459,integrated,R-2282,
2461,integrated,R-2461,CR-0003: determinism contract distinguishes analytical/visual/byte-for-byte reproducibility levels
2462,integrated,R-2461,continuation of R-2461
2464,integrated,R-2461,reproducibility level of R-2461
2465,integrated,R-2461,reproducibility level of R-2461
2466,integrated,R-2461,reproducibility level of R-2461
2468,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2469,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2470,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2471,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2472,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2473,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2474,integrated,R-2461,continuation of R-2461 (required achievement per level; recorded per artifact class in reproducibility_manifest.json)
2476,structural_heading,,
2478,integrated,R-2286,
2479,integrated,R-2286,
2480,integrated,R-2286,
2481,integrated,R-2286,
2482,integrated,R-2286,
2484,integrated,R-2292,
2485,integrated,R-2292,
2486,integrated,R-2292,
2487,integrated,R-2292,
2488,integrated,R-2292,
2489,integrated,R-2292,
2490,integrated,R-2292,
2491,integrated,R-2292,
2492,integrated,R-2292,
2493,integrated,R-2292,
2495,structural_heading,,
2497,integrated,R-2305,
2499,integrated,R-2305,preserved source-package item of R-2305
2500,integrated,R-2305,preserved source-package item of R-2305
2501,integrated,R-2305,preserved source-package item of R-2305
2502,integrated,R-2305,preserved source-package item of R-2305
2503,integrated,R-2305,preserved source-package item of R-2305
2504,integrated,R-2305,preserved source-package item of R-2305
2505,integrated,R-2305,preserved source-package item of R-2305
2506,integrated,R-2305,preserved source-package item of R-2305
2507,integrated,R-2305,preserved source-package item of R-2305
2508,integrated,R-2305,preserved source-package item of R-2305
2510,structural_heading,,horizontal rule separator
2512,structural_heading,,
2514,structural_heading,,
2516,integrated,R-2324,
2517,integrated,R-2325,
2518,integrated,R-2326,
2519,integrated,R-2327,
2520,integrated,R-2328,
2521,integrated,R-2329,
2522,integrated,R-2329,
2523,integrated,R-2329,
2524,integrated,R-2332,
2525,integrated,R-2407,"CR-0002: prose register/density calibrated against Section 8.7 exemplars; verified by Phase 10 exemplar-parity check, never self-assertion"
2526,integrated,,continuation of R-2407
2527,integrated,,continuation of R-2407
2528,integrated,,continuation of R-2407
2529,integrated,,continuation of R-2407
2530,integrated,,continuation of R-2407
2532,structural_heading,,
2534,nonoperative,,guidance intro to default paragraph shape
2536,example_or_comment,,code fence delimiter
2537,example_or_comment,,default paragraph template (guidance)
2538,example_or_comment,,code fence delimiter
2540,integrated,R-2342,
2541,integrated,R-2342,
2543,structural_heading,,
2545,integrated,R-2347,
2546,integrated,R-2347,
2548,nonoperative,,"useful practice (guidance, non-binding)"
2549,nonoperative,,"useful practice (guidance, non-binding)"
2550,nonoperative,,"useful practice (guidance, non-binding)"
2551,nonoperative,,"useful practice (guidance, non-binding)"
2552,nonoperative,,"useful practice (guidance, non-binding)"
2553,nonoperative,,"useful practice (guidance, non-binding)"
2555,nonoperative,,clarifies objective; no new obligation
2557,structural_heading,,
2559,integrated,R-2361,
2561,example_or_comment,,code fence delimiter
2562,integrated,R-2361,prohibited phrase of R-2361
2563,integrated,R-2361,prohibited phrase of R-2361
2564,integrated,R-2361,prohibited phrase of R-2361
2565,integrated,R-2361,prohibited phrase of R-2361
2566,integrated,R-2361,prohibited phrase of R-2361
2567,integrated,R-2361,prohibited phrase of R-2361
2568,integrated,R-2361,prohibited phrase of R-2361
2569,integrated,R-2361,prohibited phrase of R-2361
2570,integrated,R-2361,prohibited phrase of R-2361
2571,integrated,R-2361,prohibited phrase of R-2361
2572,integrated,R-2361,prohibited phrase of R-2361
2573,integrated,R-2361,prohibited phrase of R-2361
2574,integrated,R-2361,prohibited phrase of R-2361
2575,integrated,R-2361,prohibited phrase of R-2361
2576,integrated,R-2361,prohibited phrase of R-2361
2577,integrated,R-2361,prohibited phrase of R-2361
2578,example_or_comment,,code fence delimiter
2580,integrated,R-2382,
2581,integrated,R-2382,
2582,integrated,R-2382,
2584,structural_heading,,
2586,integrated,R-2388,
2588,example_or_comment,,example formulation illustrating R-2388
2589,example_or_comment,,example formulation illustrating R-2388
2590,example_or_comment,,example formulation illustrating R-2388
2591,example_or_comment,,example formulation illustrating R-2388
2592,example_or_comment,,example formulation illustrating R-2388
2593,example_or_comment,,example formulation illustrating R-2388
2595,integrated,R-2397,
2597,structural_heading,,
2599,integrated,R-2401,
2600,integrated,R-2402,
2601,integrated,R-2403,
2602,integrated,R-2404,
2603,integrated,R-2405,
2604,integrated,R-2406,
2606,structural_heading,,
2608,integrated,R-2410,
2609,integrated,R-2410,
2611,integrated,R-2410,protected element of R-2410
2612,integrated,R-2410,protected element of R-2410
2613,integrated,R-2410,protected element of R-2410
2614,integrated,R-2410,protected element of R-2410
2615,integrated,R-2410,protected element of R-2410
2616,integrated,R-2410,protected element of R-2410
2617,integrated,R-2410,protected element of R-2410
2618,integrated,R-2410,protected element of R-2410
2620,integrated,R-2422,
2621,integrated,R-2422,
2623,structural_heading,,horizontal rule separator
2625,structural_heading,,
2627,integrated,R-2429,
2628,integrated,R-2429,
2630,structural_heading,,
2632,integrated,R-2429,role definition (P1-P10) of R-2429
2633,integrated,R-2429,role definition (P1-P10) of R-2429
2634,integrated,R-2429,role definition (P1-P10) of R-2429
2635,integrated,R-2429,role definition (P1-P10) of R-2429
2636,integrated,R-2429,role definition (P1-P10) of R-2429
2637,integrated,R-2429,role definition (P1-P10) of R-2429
2638,integrated,R-2429,role definition (P1-P10) of R-2429
2639,integrated,R-2429,role definition (P1-P10) of R-2429
2640,integrated,R-2429,role definition (P1-P10) of R-2429
2641,integrated,R-2429,role definition (P1-P10) of R-2429
2642,integrated,R-2429,role definition (P1-P10) of R-2429
2643,integrated,R-2429,role definition (P1-P10) of R-2429
2644,integrated,R-2429,role definition (P1-P10) of R-2429
2645,integrated,R-2429,role definition (P1-P10) of R-2429
2646,integrated,R-2429,role definition (P1-P10) of R-2429
2647,integrated,R-2429,role definition (P1-P10) of R-2429
2648,integrated,R-2429,role definition (P1-P10) of R-2429
2649,integrated,R-2429,role definition (P1-P10) of R-2429
2650,integrated,R-2429,role definition (P1-P10) of R-2429
2651,integrated,R-2429,role definition (P1-P10) of R-2429
2653,structural_heading,,
2655,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2656,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2657,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2658,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2659,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2660,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2661,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2662,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
